source,pmid,type,details,chr,start,end
ancestry,34493871,gwas,cg11587957,17,59583253,59583253
ancestry,34493871,gwas,cg23584647,11,61717191,61717191
ancestry,34493871,gwas,cg02007534,16,28939378,28939378
ancestry,34493871,gwas,cg07793148,1,9712988,9712988
ancestry,34493871,gwas,cg00101712,3,123699208,123699208
ancestry,34493871,gwas,cg18881641,6,170103498,170103498
ancestry,34493871,gwas,cg02506753,1,1245184,1245184
ancestry,34493871,gwas,cg05185784,16,90016020,90016020
ancestry,34493871,gwas,cg09834465,1,35586503,35586503
ancestry,34493871,gwas,cg16995668,1,1222895,1222895
ancestry,34493871,gwas,cg15362894,11,44702663,44702663
ancestry,34493871,gwas,cg27383418,2,232055581,232055581
ancestry,34493871,gwas,cg25035631,1,35586358,35586358
ancestry,34493871,gwas,cg20552236,15,75090958,75090958
ancestry,34493871,gwas,cg08438435,15,29408145,29408145
ancestry,34493871,gwas,cg12208770,1,1361666,1361666
ancestry,34493871,gwas,cg04268624,5,43037285,43037285
ancestry,34493871,gwas,cg20538986,17,19295550,19295550
ancestry,34493871,gwas,cg02867776,5,72674434,72674434
ancestry,34493871,gwas,cg09415485,16,82663111,82663111
ancestry,34493871,gwas,cg00391668,1,1404073,1404073
ancestry,34493871,gwas,cg22075146,3,50408111,50408111
ancestry,34493871,gwas,cg07455790,6,31650735,31650735
ancestry,34493871,gwas,cg06941635,5,132113776,132113776
ancestry,34493871,gwas,cg05913257,4,53525745,53525745
ancestry,34493871,gwas,cg20545409,11,87423941,87423941
ancestry,34493871,gwas,cg18200828,14,22236018,22236018
ancestry,34493871,gwas,cg25605800,6,32333231,32333231
ancestry,34493871,gwas,cg03694466,6,31409757,31409757
ancestry,34493871,gwas,cg23967822,6,32632961,32632961
ancestry,34493871,gwas,cg08854185,16,90077956,90077956
ancestry,34493871,gwas,cg03437912,13,29232327,29232327
ancestry,34493871,gwas,cg16435808,2,70475954,70475954
ancestry,34493871,gwas,cg01948202,3,122400474,122400474
ancestry,34493871,gwas,cg15638882,8,17212177,17212177
ancestry,34493871,gwas,cg12920004,17,70556779,70556779
ancestry,34493871,gwas,cg15316750,2,6636069,6636069
ancestry,34493871,gwas,cg03856470,16,1309414,1309414
ancestry,34493871,gwas,cg05714155,2,172974735,172974735
ancestry,34493871,gwas,cg25132257,11,112916139,112916139
ancestry,34493871,gwas,cg03835151,6,29727844,29727844
ancestry,34493871,gwas,cg09473396,3,65131979,65131979
ancestry,34493871,gwas,cg14987769,2,220197576,220197576
ancestry,34493871,gwas,cg16052494,14,75761213,75761213
ancestry,34493871,gwas,cg05638439,16,711235,711235
ancestry,34493871,gwas,cg14472181,9,136921209,136921209
ancestry,34493871,gwas,cg23711873,10,77035993,77035993
ancestry,34493871,gwas,cg14439753,9,131578024,131578024
ancestry,34493871,gwas,cg23247955,17,48475522,48475522
ancestry,34493871,gwas,cg01963061,14,65879906,65879906
ancestry,34493871,gwas,cg17204562,20,48568916,48568916
ancestry,34493871,gwas,cg14615010,6,112658592,112658592
ancestry,34493871,gwas,cg22390040,8,17220621,17220621
ancestry,34493871,gwas,cg00180806,13,114324947,114324947
ancestry,34493871,gwas,cg02807482,3,125708958,125708958
ancestry,34493871,gwas,cg10933774,11,72505386,72505386
ancestry,34493871,gwas,cg06629999,22,49720192,49720192
ancestry,34493871,gwas,cg23516852,22,18893821,18893821
ancestry,34493871,gwas,cg06809295,11,2722625,2722625
ancestry,34493871,gwas,cg05793390,3,194659868,194659868
ancestry,34493871,gwas,cg19118519,13,29192851,29192851
ancestry,34493871,gwas,cg25710298,2,286830,286830
ancestry,34493871,gwas,cg09906995,2,106215669,106215669
ancestry,34493871,gwas,cg13972460,20,1165703,1165703
ancestry,34493871,gwas,cg25900631,15,97490760,97490760
ancestry,34493871,gwas,cg02678768,17,74002944,74002944
ancestry,34493871,gwas,cg24576666,2,172975680,172975680
ancestry,34493871,gwas,cg07366848,5,165856074,165856074
ancestry,34493871,gwas,cg27499105,16,86337823,86337823
ancestry,34493871,gwas,cg16144181,4,181714211,181714211
ancestry,34493871,gwas,cg10893908,11,68180584,68180584
ancestry,34493871,gwas,cg19764096,14,92041496,92041496
ancestry,34493871,gwas,cg26320244,12,132663455,132663455
ancestry,34493871,gwas,cg08480098,1,156906550,156906550
ancestry,34493871,gwas,cg02510185,16,85122369,85122369
ancestry,34493871,gwas,cg05987030,3,137834655,137834655
ancestry,34493871,gwas,cg24693436,7,3033636,3033636
ancestry,34493871,gwas,cg00609630,12,123258653,123258653
ancestry,34493871,gwas,cg14604777,12,101988756,101988756
ancestry,34493871,gwas,cg01231183,17,79924542,79924542
ancestry,34493871,gwas,cg18334542,3,63082476,63082476
ancestry,34493871,gwas,cg04202120,12,31883115,31883115
ancestry,34493871,gwas,cg12613382,12,132663883,132663883
ancestry,34493871,gwas,cg06867543,15,77271730,77271730
ancestry,34493871,gwas,cg21879513,20,61927203,61927203
ancestry,34493871,gwas,cg24494643,1,110576404,110576404
ancestry,34493871,gwas,cg12902039,15,28344412,28344412
ancestry,34493871,gwas,cg25449315,12,9064552,9064552
ancestry,34493871,gwas,cg11081894,10,101283847,101283847
ancestry,34493871,gwas,cg21700663,15,101093900,101093900
ancestry,34493871,gwas,cg19921917,4,169418224,169418224
ancestry,34493871,gwas,cg06071479,7,158826888,158826888
ancestry,34493871,gwas,cg24453153,4,3416849,3416849
ancestry,34493871,gwas,cg03717836,15,96596177,96596177
ancestry,34493871,gwas,cg21721340,20,62682309,62682309
ancestry,34493871,gwas,cg07350262,15,86098611,86098611
ancestry,34493871,gwas,cg02216380,3,137833675,137833675
ancestry,34493871,gwas,cg04733911,16,78082701,78082701
ancestry,34493871,gwas,cg02975463,2,45178953,45178953
ancestry,34493871,gwas,cg15123519,2,136567270,136567270
ancestry,34493871,gwas,cg02510736,10,81205445,81205445
ancestry,34493871,gwas,cg03238581,15,76006143,76006143
ancestry,34493871,gwas,cg03185144,16,85106490,85106490
ancestry,34493871,gwas,cg22866937,20,43730241,43730241
ancestry,34493871,gwas,cg02691192,17,59693501,59693501
ancestry,34493871,gwas,cg16770054,7,1955738,1955738
ancestry,34493871,gwas,cg20193363,2,947589,947589
ancestry,34493871,gwas,cg11477892,4,106580295,106580295
ancestry,34493871,gwas,cg02533339,16,14403040,14403040
ancestry,34493871,gwas,cg00430888,4,185926063,185926063
ancestry,34493871,gwas,cg12078157,6,13612218,13612218
ancestry,34493871,gwas,cg10778837,7,148105849,148105849
ancestry,34493871,gwas,cg11517650,1,157107257,157107257
ancestry,34493871,gwas,cg15920906,12,111619414,111619414
ancestry,34493871,gwas,cg04249742,10,101285439,101285439
ancestry,34493871,gwas,cg12656494,10,74485768,74485768
ancestry,34493871,gwas,cg13464004,17,38976709,38976709
ancestry,34493871,gwas,cg03292284,1,241804036,241804036
ancestry,34493871,gwas,cg19523937,7,5060704,5060704
ancestry,34493871,gwas,cg10541110,17,39215894,39215894
ancestry,34493871,gwas,cg17217017,7,158828449,158828449
ancestry,34493871,gwas,cg13477774,20,61927342,61927342
ancestry,34493871,gwas,cg03189453,2,192745522,192745522
ancestry,34493871,gwas,cg04190142,14,22236598,22236598
ancestry,34493871,gwas,cg23097261,6,41609247,41609247
ancestry,34493871,gwas,cg03029255,8,144120681,144120681
ancestry,34493871,gwas,cg18200828,14,22236018,22236018
ancestry,34493871,gwas,cg04264726,3,49710768,49710768
ancestry,34493871,gwas,cg01497892,6,170554222,170554222
ancestry,34493871,gwas,cg00079477,12,57780204,57780204
ancestry,34493871,gwas,cg25952192,18,21656374,21656374
ancestry,34493871,gwas,cg13381235,10,64120814,64120814
ancestry,34493871,gwas,cg02840367,8,11660030,11660030
ancestry,34493871,gwas,cg13430819,1,22349646,22349646
ancestry,34493871,gwas,cg20658466,7,46330719,46330719
ancestry,34493871,gwas,cg25164009,13,61490935,61490935
ancestry,34493871,gwas,cg18023504,7,115137115,115137115
ancestry,34493871,gwas,cg05115664,9,90621637,90621637
ancestry,34493871,gwas,cg15775618,9,115708148,115708148
ancestry,34493871,gwas,cg23916205,8,11614368,11614368
ancestry,34493871,gwas,cg24636477,10,48439229,48439229
ancestry,34493871,gwas,cg15992932,6,30899405,30899405
ancestry,34493871,gwas,cg01186980,17,75826713,75826713
ancestry,34493871,gwas,cg03273183,10,90761751,90761751
ancestry,34493871,gwas,cg09157813,11,104769087,104769087
ancestry,34493871,gwas,cg04907244,7,22894795,22894795
ancestry,34493871,gwas,cg24539599,5,112824920,112824920
ancestry,34493871,gwas,cg08065408,6,29520774,29520774
ancestry,34493871,gwas,cg27308707,10,91461150,91461150
ancestry,34493871,gwas,cg17564775,5,127873106,127873106
ancestry,34493871,gwas,cg03811319,11,2884118,2884118
ancestry,34493871,gwas,cg27587195,5,112824172,112824172
ancestry,34493871,gwas,cg24428877,6,21664652,21664652
ancestry,34493871,gwas,cg02335971,8,121457381,121457381
ancestry,34493871,gwas,cg19579782,10,17243880,17243880
ancestry,34493871,gwas,cg01971407,11,313624,313624
ancestry,34493871,gwas,cg07497520,17,8905741,8905741
ancestry,34493871,gwas,cg06801028,10,51575592,51575592
ancestry,34493871,gwas,cg13291570,8,514736,514736
ancestry,34493871,gwas,cg03380819,10,33314990,33314990
ancestry,34493871,gwas,cg13910651,5,3962477,3962477
ancestry,34493871,gwas,cg02456238,1,171216672,171216672
ancestry,34493871,gwas,cg03386971,22,46328304,46328304
ancestry,34493871,gwas,cg11186858,17,75096382,75096382
ancestry,34493871,gwas,cg24194132,11,368966,368966
ancestry,34493871,gwas,cg13715901,8,1145806,1145806
ancestry,34493871,gwas,cg12855547,5,112824700,112824700
ancestry,34493871,gwas,cg14796708,1,41157075,41157075
ancestry,34493871,gwas,cg02407048,7,77046134,77046134
ancestry,34493871,gwas,cg11713800,6,41620951,41620951
ancestry,34493871,gwas,cg19970121,11,93822184,93822184
ancestry,34493871,gwas,cg22753668,13,29013387,29013387
ancestry,34493871,gwas,cg05518778,7,148730143,148730143
ancestry,34493871,gwas,cg12398903,1,245288470,245288470
ancestry,34493871,gwas,cg19211915,11,32452513,32452513
ancestry,34493871,gwas,cg14228332,4,119757509,119757509
ancestry,34493871,gwas,cg16577979,6,32630856,32630856
ancestry,34493871,gwas,cg11603443,3,58572520,58572520
ancestry,34493871,gwas,cg17874413,6,32152269,32152269
ancestry,34493871,gwas,cg08884029,12,110012500,110012500
ancestry,34493871,gwas,cg14709524,16,89940631,89940631
ancestry,34493871,gwas,cg05644223,21,36412119,36412119
ancestry,34493871,gwas,cg22548714,4,100573330,100573330
ancestry,34493871,gwas,cg18927185,6,33091634,33091634
ancestry,34493871,gwas,cg21964928,5,153872958,153872958
ancestry,34493871,gwas,cg03835151,6,29727844,29727844
ancestry,34493871,gwas,cg04418355,6,32729174,32729174
ancestry,34493871,gwas,cg09569215,16,89966693,89966693
ancestry,34493871,gwas,cg03359095,20,61002866,61002866
ancestry,34493871,gwas,cg09663314,6,32525979,32525979
ancestry,34493871,gwas,cg00528492,6,32408863,32408863
ancestry,34493871,gwas,cg10013324,16,6335194,6335194
ancestry,34493871,gwas,cg25597745,6,32634245,32634245
ancestry,34493871,gwas,cg19416605,6,32370846,32370846
ancestry,34493871,gwas,cg08414643,5,153873149,153873149
ancestry,34493871,gwas,cg03970350,22,31003010,31003010
ancestry,34493871,gwas,cg03895593,1,6064094,6064094
ancestry,34493871,gwas,cg24636477,10,48439229,48439229
ancestry,34493871,gwas,cg10270293,16,4654666,4654666
ancestry,34493871,gwas,cg24401992,17,16838236,16838236
ancestry,34493871,gwas,cg22190023,5,140552347,140552347
ancestry,34493871,gwas,cg13986840,7,130132453,130132453
ancestry,34493871,gwas,cg15426006,13,99869897,99869897
ancestry,34493871,gwas,cg05925291,19,54617809,54617809
ancestry,34493871,gwas,cg13568106,17,26835115,26835115
ancestry,34493871,gwas,cg02856338,8,101822108,101822108
ancestry,34493871,gwas,cg13132775,6,32978140,32978140
ancestry,34493871,gwas,cg07260333,16,89986946,89986946
ancestry,34493871,gwas,cg26981746,6,32490012,32490012
ancestry,34493871,gwas,cg11422964,16,4802786,4802786
ancestry,34493871,gwas,cg03517160,1,57873715,57873715
ancestry,34493871,gwas,cg22170801,20,57285947,57285947
ancestry,34493871,gwas,cg16755475,16,4802990,4802990
ancestry,34493871,gwas,cg18832152,1,155035183,155035183
ancestry,34493871,gwas,cg13173444,22,48609474,48609474
ancestry,34493871,gwas,cg16905004,6,32317028,32317028
ancestry,34493871,gwas,cg09861992,6,29342815,29342815
ancestry,34493871,gwas,cg10846853,6,32632859,32632859
ancestry,34493871,gwas,cg24501872,1,7562444,7562444
ancestry,34493871,gwas,cg21073459,19,54604098,54604098
ancestry,34493871,gwas,cg03833378,16,4802600,4802600
ancestry,34493871,gwas,cg08013331,12,56040208,56040208
ancestry,34493871,gwas,cg05064106,22,50528213,50528213
ancestry,34493871,gwas,cg06462666,22,50528312,50528312
ancestry,34493871,gwas,cg14585793,22,50659436,50659436
ancestry,34493871,gwas,cg07231005,11,58668634,58668634
ancestry,34493871,gwas,cg02882797,6,31371532,31371532
ancestry,34493871,gwas,cg05175606,16,89556089,89556089
ancestry,34493871,gwas,cg03694466,6,31409757,31409757
ancestry,34493871,gwas,cg25466805,11,72463704,72463704
ancestry,34493871,gwas,cg17835678,6,30228254,30228254
ancestry,34493871,gwas,cg02807948,11,2153991,2153991
ancestry,34493871,gwas,cg09010791,11,72448539,72448539
ancestry,34493871,gwas,cg07178994,8,816998,816998
ancestry,34493871,gwas,cg06174989,16,90114523,90114523
ancestry,34493871,gwas,cg16044480,11,72451421,72451421
ancestry,34493871,gwas,cg12902039,15,28344412,28344412
ancestry,34493871,gwas,cg26681822,4,38858561,38858561
ancestry,34493871,gwas,cg02271343,11,72464203,72464203
ancestry,34493871,gwas,cg07179033,6,30039548,30039548
ancestry,34493871,gwas,cg20510164,1,110674115,110674115
ancestry,34493871,gwas,cg06301399,6,29634495,29634495
ancestry,34493871,gwas,cg14439753,9,131578024,131578024
ancestry,34493871,gwas,cg06548842,11,58673615,58673615
ancestry,34493871,gwas,cg06478823,16,20774873,20774873
ancestry,34493871,gwas,cg09018483,6,32191496,32191496
ancestry,34493871,gwas,cg16443079,5,1645802,1645802
ancestry,34493871,gwas,cg02881170,6,30003910,30003910
ancestry,34493871,gwas,cg05103231,6,30881664,30881664
ancestry,34493871,gwas,cg19392142,11,58673477,58673477
ancestry,34493871,gwas,cg10005475,17,74011063,74011063
ancestry,34493871,gwas,cg00228799,9,131580591,131580591
ancestry,34493871,gwas,cg11969213,17,43324322,43324322
ancestry,34493871,gwas,cg14727987,5,72485634,72485634
ancestry,34493871,gwas,cg10448954,16,89593394,89593394
ancestry,34493871,gwas,cg07474682,16,89573562,89573562
ancestry,34493871,gwas,cg04611466,5,3092821,3092821
ancestry,34493871,gwas,cg18515585,11,9113190,9113190
ancestry,34493871,gwas,cg25251204,11,14927456,14927456
ancestry,34493871,gwas,cg13399903,15,50352288,50352288
ancestry,34493871,gwas,cg10182418,4,38858536,38858536
ancestry,34493871,gwas,cg22170801,20,57285947,57285947
ancestry,34493871,gwas,cg11912315,8,41528946,41528946
ancestry,34493871,gwas,cg16475925,16,89574613,89574613
ancestry,34493871,gwas,cg18280909,6,29723301,29723301
ancestry,34493871,gwas,cg19398783,4,38784578,38784578
ancestry,34493871,gwas,cg10310144,6,125635749,125635749
ancestry,34493871,gwas,cg14797402,11,58673453,58673453
ancestry,34493871,gwas,cg07193234,15,28341783,28341783
ancestry,34493871,gwas,cg06414921,6,31276504,31276504
ancestry,34493871,gwas,cg05692123,5,122620950,122620950
ancestry,34493871,gwas,cg05523662,6,29910101,29910101
ancestry,34493871,gwas,cg06871764,6,32376095,32376095
ancestry,34493871,gwas,cg00246121,5,141030607,141030607
ancestry,34493871,gwas,cg19371706,2,23652036,23652036
ancestry,34493871,gwas,cg21555271,2,43826133,43826133
ancestry,34493871,gwas,cg01492170,16,27781295,27781295
ancestry,34493871,gwas,cg04429589,14,105992532,105992532
ancestry,34493871,gwas,cg05657709,3,121742496,121742496
ancestry,34493871,gwas,cg02895948,1,208204062,208204062
ancestry,34493871,gwas,cg06871772,16,67313024,67313024
ancestry,34493871,gwas,cg16705300,3,149096884,149096884
ancestry,34493871,gwas,cg02808233,19,58920810,58920810
ancestry,34493871,gwas,cg02956255,6,31430641,31430641
ancestry,34493871,gwas,cg06312846,6,1410167,1410167
ancestry,34493871,gwas,cg09452510,6,32330188,32330188
ancestry,34493871,gwas,cg22601917,1,9294274,9294274
ancestry,34493871,gwas,cg02069150,12,9556998,9556998
ancestry,34493871,gwas,cg27066256,11,362614,362614
ancestry,34493871,gwas,cg20980108,6,80316821,80316821
ancestry,34493871,gwas,cg24532943,13,114835630,114835630
ancestry,34493871,gwas,cg25164009,13,61490935,61490935
ancestry,34493871,gwas,cg02714932,12,48287192,48287192
ancestry,34493871,gwas,cg24848437,7,2645542,2645542
ancestry,34493871,gwas,cg03403720,6,32632970,32632970
ancestry,34493871,gwas,cg10339152,20,749452,749452
ancestry,34493871,gwas,cg22033316,17,73271766,73271766
ancestry,34493871,gwas,cg01567615,13,114808107,114808107
ancestry,34493871,gwas,cg16135310,1,84467405,84467405
ancestry,34493871,gwas,cg14166459,13,114820966,114820966
ancestry,34493871,gwas,cg14020904,17,77019779,77019779
ancestry,34493871,gwas,cg23754918,7,2653733,2653733
ancestry,34493871,gwas,cg23090046,14,104094619,104094619
ancestry,34493871,gwas,cg07215695,2,85637834,85637834
ancestry,34493871,gwas,cg19107578,5,493262,493262
ancestry,34493871,gwas,cg25629442,17,77070844,77070844
ancestry,34493871,gwas,cg25606969,1,110983728,110983728
ancestry,34493871,gwas,cg04924128,12,7342464,7342464
ancestry,34493871,gwas,cg24636477,10,48439229,48439229
ancestry,34493871,gwas,cg10021539,13,114786506,114786506
ancestry,34493871,gwas,cg16555556,5,497520,497520
ancestry,34493871,gwas,cg03783925,10,71210704,71210704
ancestry,34493871,gwas,cg04284678,14,105995251,105995251
ancestry,34493871,gwas,cg12450823,2,85752248,85752248
ancestry,34493871,gwas,cg13294447,12,51029261,51029261
ancestry,34493871,gwas,cg13813533,9,114290738,114290738
ancestry,34493871,gwas,cg06186394,11,129234377,129234377
ancestry,34493871,gwas,cg12854611,6,29981404,29981404
ancestry,34493871,gwas,cg17901382,17,73514798,73514798
ancestry,34493871,gwas,cg22112075,2,85658146,85658146
ancestry,34493871,gwas,cg02858132,3,136469005,136469005
ancestry,34493871,gwas,cg03699601,14,105995755,105995755
ancestry,34493871,gwas,cg05898482,7,152373203,152373203
ancestry,34493871,gwas,cg04044836,2,37179041,37179041
ancestry,34493871,gwas,cg23356831,14,105996513,105996513
ancestry,34493871,gwas,cg14449180,6,29894619,29894619
ancestry,34493871,gwas,cg03987653,16,90024450,90024450
ancestry,34493871,gwas,cg10804687,6,29859520,29859520
ancestry,34493871,gwas,cg02692313,6,33048444,33048444
ancestry,34493871,gwas,cg04429589,14,105992532,105992532
ancestry,34493871,gwas,cg14375543,6,29933411,29933411
ancestry,34493871,gwas,cg27220598,12,69863916,69863916
ancestry,34493871,gwas,cg03694466,6,31409757,31409757
ancestry,34493871,gwas,cg19748509,6,29910778,29910778
ancestry,34493871,gwas,cg18634398,6,29802588,29802588
ancestry,34493871,gwas,cg27326026,6,31409355,31409355
ancestry,34493871,gwas,cg21783749,1,162191309,162191309
ancestry,34493871,gwas,cg24955682,6,29815805,29815805
ancestry,34493871,gwas,cg04287289,16,89883240,89883240
ancestry,34493871,gwas,cg14709524,16,89940631,89940631
ancestry,34493871,gwas,cg24156229,17,1948635,1948635
ancestry,34493871,gwas,cg15837308,6,32427751,32427751
ancestry,34493871,gwas,cg00126638,6,29795583,29795583
ancestry,34493871,gwas,cg17655609,11,125184677,125184677
ancestry,34493871,gwas,cg23244913,6,29943401,29943401
ancestry,34493871,gwas,cg19199204,6,29944130,29944130
ancestry,34493871,gwas,cg16257215,1,202092296,202092296
ancestry,34493871,gwas,cg05545351,6,31082835,31082835
ancestry,34493871,gwas,cg24065755,6,30009751,30009751
ancestry,34493871,gwas,cg15541170,2,238224257,238224257
ancestry,34493871,gwas,cg13468624,6,31146889,31146889
ancestry,34493871,gwas,cg04284678,14,105995251,105995251
ancestry,34493871,gwas,cg17554685,6,30026312,30026312
ancestry,34493871,gwas,cg14296767,6,30227001,30227001
ancestry,34493871,gwas,cg16213375,11,61584727,61584727
ancestry,34493871,gwas,cg16891968,6,29698284,29698284
ancestry,34493871,gwas,cg14725641,11,61582763,61582763
ancestry,34493871,gwas,cg05728902,12,57849029,57849029
ancestry,34493871,gwas,cg03699601,14,105995755,105995755
ancestry,34493871,gwas,cg11862551,6,29817963,29817963
ancestry,34493871,gwas,cg21324936,11,125175316,125175316
ancestry,34493871,gwas,cg01971407,11,313624,313624
ancestry,34493871,gwas,cg01082299,6,31431969,31431969
ancestry,34493871,gwas,cg25298725,6,30228047,30228047
ancestry,34493871,gwas,cg25212457,6,31461853,31461853
ancestry,34493871,gwas,cg18813159,11,353762,353762
ancestry,34493871,gwas,cg24213433,2,37061797,37061797
ancestry,34493871,gwas,cg00811535,6,31587543,31587543
ancestry,34493871,gwas,cg08307434,11,391037,391037
ancestry,34493871,gwas,cg10486455,6,33253590,33253590
ancestry,34493871,gwas,cg18884741,7,66204797,66204797
ancestry,34493871,gwas,cg24194132,11,368966,368966
ancestry,34493871,gwas,cg05176716,12,131414189,131414189
ancestry,34493871,gwas,cg14801238,6,31275664,31275664
ancestry,34493871,gwas,cg00387872,6,25731330,25731330
ancestry,34493871,gwas,cg09567915,6,29717260,29717260
ancestry,34493871,gwas,cg07295362,2,3061128,3061128
ancestry,34493871,gwas,cg27326026,6,31409355,31409355
ancestry,34493871,gwas,cg10468236,16,11145493,11145493
ancestry,34493871,gwas,cg05631194,6,31146417,31146417
ancestry,34493871,gwas,cg24156229,17,1948635,1948635
ancestry,34493871,gwas,cg25457674,6,32303820,32303820
ancestry,34493871,gwas,cg08619515,16,11066157,11066157
ancestry,34493871,gwas,cg06933271,19,58091129,58091129
ancestry,34493871,gwas,cg06935464,4,38784597,38784597
ancestry,34493871,gwas,cg23391173,19,57989282,57989282
ancestry,34493871,gwas,cg11895727,6,31371553,31371553
ancestry,34493871,gwas,cg23455517,19,49315679,49315679
ancestry,34493871,gwas,cg12672189,6,32427868,32427868
ancestry,34493871,gwas,cg18873530,19,49315663,49315663
ancestry,34493871,gwas,cg09018483,6,32191496,32191496
ancestry,34493871,gwas,cg03555881,6,31275551,31275551
ancestry,34493871,gwas,cg09203312,13,20805196,20805196
ancestry,34493871,gwas,cg22993154,6,31276653,31276653
ancestry,34493871,gwas,cg09315329,13,21141066,21141066
ancestry,34493871,gwas,cg17801352,2,1749076,1749076
ancestry,34493871,gwas,cg01060471,10,103911733,103911733
ancestry,34493871,gwas,cg13468624,6,31146889,31146889
ancestry,34493871,gwas,cg06126421,6,30720080,30720080
ancestry,34493871,gwas,cg20311673,2,1746207,1746207
ancestry,34493871,gwas,cg16213375,11,61584727,61584727
ancestry,34493871,gwas,cg05778494,1,155165346,155165346
ancestry,34493871,gwas,cg05920383,11,43291188,43291188
ancestry,34493871,gwas,cg14135807,13,76123086,76123086
ancestry,34493871,gwas,cg08009669,6,31465202,31465202
ancestry,34493871,gwas,cg12297066,3,150238373,150238373
ancestry,34493871,gwas,cg07711566,6,30178514,30178514
ancestry,34493871,gwas,cg14725641,11,61582763,61582763
ancestry,34493871,gwas,cg16045390,17,37896620,37896620
ancestry,34493871,gwas,cg01082299,6,31431969,31431969
ancestry,34493871,gwas,cg21325723,6,32294577,32294577
ancestry,34493871,gwas,cg14528056,1,155194782,155194782
ancestry,34493871,gwas,cg19000186,4,47956011,47956011
ancestry,34493871,gwas,cg02504622,3,150238257,150238257
ancestry,34493871,gwas,cg01271695,2,1719323,1719323
ancestry,34493871,gwas,cg00811535,6,31587543,31587543
ancestry,34493871,gwas,cg10486455,6,33253590,33253590
ancestry,34493871,gwas,cg10088890,8,16637442,16637442
ancestry,34493871,gwas,cg15967169,6,30167836,30167836
ancestry,34493871,gwas,cg09430946,6,29795361,29795361
ancestry,34493871,gwas,cg06572093,14,69095231,69095231
ancestry,34493871,gwas,cg01383911,6,30297627,30297627
ancestry,34493871,gwas,cg14706428,4,6113389,6113389
ancestry,34493871,gwas,cg16166826,6,31439037,31439037
ancestry,34493871,gwas,cg07348300,1,37949342,37949342
ancestry,34493871,gwas,cg02713669,2,109746691,109746691
ancestry,34493871,gwas,cg13436843,6,30071601,30071601
ancestry,34493871,gwas,cg01472503,10,79997887,79997887
ancestry,34493871,gwas,cg00618711,16,70688052,70688052
ancestry,34493871,gwas,cg19780403,10,45717319,45717319
ancestry,34493871,gwas,cg14401309,18,31740096,31740096
ancestry,34493871,gwas,cg21855316,22,36600979,36600979
ancestry,34493871,gwas,cg24859393,11,41809894,41809894
ancestry,34493871,gwas,cg01330312,10,51567670,51567670
ancestry,34493871,gwas,cg01579912,13,115000226,115000226
ancestry,34493871,gwas,cg26943120,4,5472116,5472116
ancestry,34493871,gwas,cg16758037,16,19980811,19980811
ancestry,34493871,gwas,cg11560348,8,144517642,144517642
ancestry,34493871,gwas,cg24934316,19,14598428,14598428
ancestry,34493871,gwas,cg02700894,3,12045449,12045449
ancestry,34493871,gwas,cg22784187,7,95025407,95025407
ancestry,34493871,gwas,cg18017573,1,45451736,45451736
ancestry,34493871,gwas,cg02954194,6,32781384,32781384
ancestry,34493871,gwas,cg19431346,3,427558,427558
ancestry,34493871,gwas,cg24636477,10,48439229,48439229
ancestry,34493871,gwas,cg02210934,14,105511982,105511982
ancestry,34493871,gwas,cg15525848,5,16509123,16509123
ancestry,34493871,gwas,cg07925415,7,155191898,155191898
ancestry,34493871,gwas,cg07702696,12,133335488,133335488
ancestry,34493871,gwas,cg11303301,8,144577185,144577185
ancestry,34493871,gwas,cg14948086,17,79045663,79045663
ancestry,34493871,gwas,cg06493846,4,119555395,119555395
ancestry,34493871,gwas,cg12569497,6,56112696,56112696
ancestry,34493871,gwas,cg27308707,10,91461150,91461150
ancestry,34493871,gwas,cg07162124,5,140091102,140091102
ancestry,34493871,gwas,cg21092464,22,36601522,36601522
ancestry,34493871,gwas,cg02445968,10,1449028,1449028
ancestry,34493871,gwas,cg18326274,6,93433536,93433536
ancestry,34493871,gwas,cg06579154,10,134752183,134752183
ancestry,34493871,gwas,cg03521696,6,29795595,29795595
ancestry,34493871,gwas,cg11528367,11,8625709,8625709
ancestry,34493871,gwas,cg12854611,6,29981404,29981404
ancestry,34493871,gwas,cg10240139,6,169605570,169605570
ancestry,34493871,gwas,cg22630543,8,75425262,75425262
ancestry,34493871,gwas,cg12993663,11,118097038,118097038
ancestry,34493871,gwas,cg03897860,5,140186737,140186737
ancestry,34493871,gwas,cg04426326,15,59499030,59499030
ancestry,34493871,gwas,cg19881557,14,20967426,20967426
ancestry,34493871,gwas,cg20802826,6,30782080,30782080
ancestry,34493871,gwas,cg00896068,13,114940637,114940637
ancestry,34493871,gwas,cg08444731,4,71705269,71705269
ancestry,34493871,gwas,cg20866121,7,70322401,70322401
ancestry,34493871,gwas,cg21808448,1,39859609,39859609
ancestry,34493871,gwas,cg02897359,6,31782918,31782918
ancestry,34493871,gwas,cg18634709,4,6907396,6907396
ancestry,34493871,gwas,cg16166826,6,31439037,31439037
ancestry,34493871,gwas,cg12401918,6,32164723,32164723
ancestry,34493871,gwas,cg22874989,15,29277898,29277898
ancestry,34493871,gwas,cg22232500,2,134024266,134024266
ancestry,34493871,gwas,cg10871876,19,53194124,53194124
ancestry,34493871,gwas,cg05597431,5,404320,404320
ancestry,34493871,gwas,cg07001201,5,642380,642380
ancestry,34493871,gwas,cg16577979,6,32630856,32630856
