"chr","start","end","details"
"chr13","78608487","78608487","VEGFA EpiScore"
"chr9","135470481","135470481","MMP12 EpiScore"
"chr6","32843718","32843718","VEGFA EpiScore"
"chr11","2992579","2992579","MMP12 EpiScore"
"chr19","41439447","41439447","MMP12 EpiScore"
"chr22","21001751","21001751","MMP12 EpiScore"
"chr6","118581884","118581884","EN-RAGE EpiScore"
"chr6","118581884","118581884","OSM EpiScore"
"chr5","51389882","51389882","MMP12 EpiScore"
"chr2","12854268","12854268","VEGFA EpiScore"
"chr13","109791393","109791393","MMP12 EpiScore"
"chr9","136509375","136509375","EN-RAGE EpiScore"
"chr9","136509375","136509375","OSM EpiScore"
"chr9","136509375","136509375","HGF EpiScore"
"chr9","136509375","136509375","TGF-Alpha EpiScore"
"chr3","131361639","131361639","EN-RAGE EpiScore"
"chr19","54813996","54813996","VEGFA EpiScore"
"chr2","27211394","27211394","MMP12 EpiScore"
"chr9","35829431","35829431","IGFBP1 EpiScore"
"chr11","44310674","44310674","IGFBP1 EpiScore"
"chr14","68199103","68199103","MMP12 EpiScore"
"chr2","61905295","61905295","MMP12 EpiScore"
"chr4","48341316","48341316","VEGFA EpiScore"
"chr7","25628332","25628332","MMP12 EpiScore"
"chr11","106078379","106078379","MMP12 EpiScore"
"chr3","69122584","69122584","OSM EpiScore"
"chr3","69122584","69122584","HGF EpiScore"
"chr3","69122584","69122584","TGF-Alpha EpiScore"
"chr1","119713369","119713369","IGFBP1 EpiScore"
"chr10","75235355","75235355","VEGFA EpiScore"
"chr3","49171081","49171081","MMP12 EpiScore"
"chr7","103442458","103442458","IGFBP1 EpiScore"
"chr5","141202552","141202552","EN-RAGE EpiScore"
"chr5","141202552","141202552","VEGFA EpiScore"
"chr5","141202552","141202552","TGF-Alpha EpiScore"
"chr5","141202552","141202552","HGF EpiScore"
"chr5","141202552","141202552","OSM EpiScore"
"chr1","155224991","155224991","VEGFA EpiScore"
"chr1","38991585","38991585","TGF-Alpha EpiScore"
"chr1","38991585","38991585","EN-RAGE EpiScore"
"chr6","31795658","31795658","TGF-Alpha EpiScore"
"chr6","31795658","31795658","VEGFA EpiScore"
"chr2","236131182","236131182","MMP12 EpiScore"
"chr8","140540440","140540440","VEGFA EpiScore"
"chr10","132548385","132548385","MMP12 EpiScore"
"chr6","31703496","31703496","OSM EpiScore"
"chr4","101791240","101791240","IGFBP1 EpiScore"
"chr12","101279982","101279982","IGFBP1 EpiScore"
"chr12","1369595","1369595","VEGFA EpiScore"
"chr5","146953471","146953471","TGF-Alpha EpiScore"
"chr10","71564724","71564724","IGFBP1 EpiScore"
"chr19","49433017","49433017","OSM EpiScore"
"chr19","10295279","10295279","IGFBP1 EpiScore"
"chr5","175484509","175484509","CXCL9 EpiScore"
"chr7","131110231","131110231","IGFBP1 EpiScore"
"chr6","30752432","30752432","MMP12 EpiScore"
"chr19","40556118","40556118","VEGFA EpiScore"
"chr10","97633250","97633250","TGF-Alpha EpiScore"
"chr22","38214788","38214788","MMP12 EpiScore"
"chr6","33260721","33260721","OSM EpiScore"
"chr6","33260721","33260721","TGF-Alpha EpiScore"
"chr6","33260721","33260721","EN-RAGE EpiScore"
"chr1","1375335","1375335","VEGFA EpiScore"
"chr10","132358278","132358278","TGF-Alpha EpiScore"
"chr19","5110737","5110737","IGFBP1 EpiScore"
"chr1","224727097","224727097","OSM EpiScore"
"chr6","168082226","168082226","OSM EpiScore"
"chr11","62299197","62299197","VEGFA EpiScore"
"chr17","35868898","35868898","OSM EpiScore"
"chr22","50486855","50486855","CXCL9 EpiScore"
"chr1","11502077","11502077","TGF-Alpha EpiScore"
"chr7","128910892","128910892","OSM EpiScore"
"chr7","128910892","128910892","TGF-Alpha EpiScore"
"chr5","135451252","135451252","IGFBP1 EpiScore"
"chr11","74725971","74725971","MMP12 EpiScore"
"chr6","30731066","30731066","HGF EpiScore"
"chr6","30731066","30731066","OSM EpiScore"
"chr1","205776633","205776633","VEGFA EpiScore"
"chr2","5694506","5694506","OSM EpiScore"
"chr11","93741466","93741466","CXCL9 EpiScore"
"chr7","29283188","29283188","MMP12 EpiScore"
"chr2","19361566","19361566","MMP12 EpiScore"
"chr1","27383360","27383360","TGF-Alpha EpiScore"
"chr14","100143849","100143849","MMP12 EpiScore"
"chr11","64874672","64874672","TGF-Alpha EpiScore"
"chr11","64874672","64874672","OSM EpiScore"
"chr8","21914157","21914157","VEGFA EpiScore"
"chr8","30099828","30099828","CXCL9 EpiScore"
"chr1","9654787","9654787","MMP12 EpiScore"
"chr12","121209402","121209402","TGF-Alpha EpiScore"
"chr12","121209402","121209402","VEGFA EpiScore"
"chr14","93231707","93231707","MMP12 EpiScore"
"chr13","24680604","24680604","MMP12 EpiScore"
"chr2","6917022","6917022","VEGFA EpiScore"
"chr6","28864276","28864276","HGF EpiScore"
"chr6","28864276","28864276","VEGFA EpiScore"
"chr15","38565079","38565079","MMP12 EpiScore"
"chr12","19483012","19483012","OSM EpiScore"
"chr10","132780028","132780028","MMP12 EpiScore"
"chr3","9878851","9878851","IGFBP1 EpiScore"
"chr6","11044644","11044644","MMP12 EpiScore"
"chr3","126261252","126261252","EN-RAGE EpiScore"
"chr15","101961449","101961449","OSM EpiScore"
"chr16","69566400","69566400","IGFBP1 EpiScore"
"chr5","77854126","77854126","IGFBP1 EpiScore"
"chr2","38778187","38778187","IGFBP1 EpiScore"
"chr1","31423545","31423545","IGFBP1 EpiScore"
"chr19","17488975","17488975","TGF-Alpha EpiScore"
"chr11","46238683","46238683","MMP12 EpiScore"
"chr12","113612179","113612179","MMP12 EpiScore"
"chr12","131028816","131028816","MMP12 EpiScore"
"chr1","85437291","85437291","IGFBP1 EpiScore"
"chr22","19764999","19764999","IGFBP1 EpiScore"
"chr2","205333206","205333206","VEGFA EpiScore"
"chr6","149015196","149015196","IGFBP1 EpiScore"
"chr1","81306361","81306361","IGFBP1 EpiScore"
"chr6","90068508","90068508","IGFBP1 EpiScore"
"chr11","125893827","125893827","MMP12 EpiScore"
"chr3","72177337","72177337","CXCL9 EpiScore"
"chr1","43454590","43454590","TGF-Alpha EpiScore"
"chr6","31792852","31792852","MMP12 EpiScore"
"chr4","69199607","69199607","CXCL9 EpiScore"
"chr7","73770292","73770292","MMP12 EpiScore"
"chr19","58563115","58563115","EN-RAGE EpiScore"
"chr19","58563115","58563115","OSM EpiScore"
"chr1","36351698","36351698","EN-RAGE EpiScore"
"chr1","36351698","36351698","TGF-Alpha EpiScore"
"chr1","36351698","36351698","OSM EpiScore"
"chr13","113129768","113129768","VEGFA EpiScore"
"chr13","113129768","113129768","HGF EpiScore"
"chr10","131617379","131617379","VEGFA EpiScore"
"chr13","112729187","112729187","CXCL9 EpiScore"
"chr1","54888033","54888033","HGF EpiScore"
"chr1","54888033","54888033","TGF-Alpha EpiScore"
"chr3","44729621","44729621","OSM EpiScore"
"chr10","70052171","70052171","MMP12 EpiScore"
"chr11","68312213","68312213","MMP12 EpiScore"
"chr5","111679842","111679842","VEGFA EpiScore"
"chr14","100375431","100375431","CXCL9 EpiScore"
"chr3","187725479","187725479","HGF EpiScore"
"chr5","66596259","66596259","MMP12 EpiScore"
"chr14","21205637","21205637","TGF-Alpha EpiScore"
"chr14","21205637","21205637","EN-RAGE EpiScore"
"chr14","21205637","21205637","HGF EpiScore"
"chr14","21205637","21205637","OSM EpiScore"
"chr2","26692487","26692487","MMP12 EpiScore"
"chr10","34119658","34119658","IGFBP1 EpiScore"
"chr1","63305757","63305757","OSM EpiScore"
"chr1","63305757","63305757","EN-RAGE EpiScore"
"chr1","63305757","63305757","VEGFA EpiScore"
"chr1","63305757","63305757","TGF-Alpha EpiScore"
"chr18","75210655","75210655","MMP12 EpiScore"
"chr22","39685807","39685807","MMP12 EpiScore"
"chr19","42376005","42376005","VEGFA EpiScore"
"chr4","131724729","131724729","TGF-Alpha EpiScore"
"chr4","26490584","26490584","TGF-Alpha EpiScore"
"chr17","29155601","29155601","HGF EpiScore"
"chr17","29155601","29155601","VEGFA EpiScore"
"chr17","29155601","29155601","OSM EpiScore"
"chr17","29155601","29155601","TGF-Alpha EpiScore"
"chr3","133930975","133930975","IGFBP1 EpiScore"
"chr19","51028041","51028041","MMP12 EpiScore"
"chr17","45896978","45896978","OSM EpiScore"
"chr2","42049302","42049302","MMP12 EpiScore"
"chr14","101021166","101021166","MMP12 EpiScore"
"chr19","35226831","35226831","MMP12 EpiScore"
"chr12","53328393","53328393","VEGFA EpiScore"
"chr2","241070098","241070098","CXCL9 EpiScore"
"chr13","113650911","113650911","VEGFA EpiScore"
"chr13","113650911","113650911","OSM EpiScore"
"chr7","70846546","70846546","IGFBP1 EpiScore"
"chr22","30247053","30247053","CXCL9 EpiScore"
"chr11","113848514","113848514","MMP12 EpiScore"
"chr7","108570092","108570092","IGFBP1 EpiScore"
"chr1","171220632","171220632","IGFBP1 EpiScore"
"chr1","43338646","43338646","MMP12 EpiScore"
"chr22","42368754","42368754","MMP12 EpiScore"
"chr6","26323209","26323209","VEGFA EpiScore"
"chr7","137877694","137877694","MMP12 EpiScore"
"chr11","63635899","63635899","IGFBP1 EpiScore"
"chr10","123136181","123136181","IGFBP1 EpiScore"
"chr6","156772951","156772951","VEGFA EpiScore"
"chr2","232524433","232524433","MMP12 EpiScore"
"chr1","26473584","26473584","HGF EpiScore"
"chr6","168439961","168439961","CXCL9 EpiScore"
"chr13","41311016","41311016","VEGFA EpiScore"
"chr17","82274220","82274220","MMP12 EpiScore"
"chr13","111972639","111972639","HGF EpiScore"
"chr4","186144796","186144796","TGF-Alpha EpiScore"
"chr4","133153266","133153266","MMP12 EpiScore"
"chr11","74988877","74988877","VEGFA EpiScore"
"chr3","63651882","63651882","VEGFA EpiScore"
"chr15","40069284","40069284","TGF-Alpha EpiScore"
"chr15","40069284","40069284","HGF EpiScore"
"chr15","40069284","40069284","VEGFA EpiScore"
"chr17","8576794","8576794","VEGFA EpiScore"
"chr8","72688340","72688340","IGFBP1 EpiScore"
"chr1","155609578","155609578","EN-RAGE EpiScore"
"chr2","232526071","232526071","VEGFA EpiScore"
"chr5","95962362","95962362","TGF-Alpha EpiScore"
"chr5","95962362","95962362","HGF EpiScore"
"chr5","95962362","95962362","OSM EpiScore"
"chr6","116405424","116405424","OSM EpiScore"
"chr6","116405424","116405424","VEGFA EpiScore"
"chr1","25543497","25543497","IGFBP1 EpiScore"
"chr18","76349559","76349559","EN-RAGE EpiScore"
"chr13","41465198","41465198","VEGFA EpiScore"
"chr3","61562498","61562498","VEGFA EpiScore"
"chr15","67066951","67066951","MMP12 EpiScore"
"chr11","74493930","74493930","IGFBP1 EpiScore"
"chr12","52095386","52095386","HGF EpiScore"
"chr22","39239182","39239182","IGFBP1 EpiScore"
"chr5","179621966","179621966","MMP12 EpiScore"
"chr1","153922848","153922848","MMP12 EpiScore"
"chr11","96000437","96000437","MMP12 EpiScore"
"chr6","30672493","30672493","MMP12 EpiScore"
"chr5","173321914","173321914","TGF-Alpha EpiScore"
"chr5","173321914","173321914","OSM EpiScore"
"chr5","173321914","173321914","EN-RAGE EpiScore"
"chr13","23380840","23380840","IGFBP1 EpiScore"
"chr12","104107122","104107122","MMP12 EpiScore"
"chr2","176091668","176091668","VEGFA EpiScore"
"chr2","176091668","176091668","HGF EpiScore"
"chr8","26291477","26291477","IGFBP1 EpiScore"
"chr9","79685014","79685014","VEGFA EpiScore"
"chr6","89829736","89829736","MMP12 EpiScore"
"chr15","101451375","101451375","MMP12 EpiScore"
"chr8","22713363","22713363","MMP12 EpiScore"
"chr6","36753159","36753159","TGF-Alpha EpiScore"
"chr12","48330336","48330336","HGF EpiScore"
"chr12","48330336","48330336","VEGFA EpiScore"
"chr2","24882785","24882785","MMP12 EpiScore"
"chr17","41189706","41189706","MMP12 EpiScore"
"chr7","154305533","154305533","CXCL9 EpiScore"
"chr7","30596146","30596146","VEGFA EpiScore"
"chr2","36362740","36362740","TGF-Alpha EpiScore"
"chr2","36362740","36362740","HGF EpiScore"
"chr20","49815228","49815228","IGFBP1 EpiScore"
"chr6","36634675","36634675","MMP12 EpiScore"
"chr2","232419951","232419951","MMP12 EpiScore"
"chr6","165988110","165988110","MMP12 EpiScore"
"chr13","112970677","112970677","EN-RAGE EpiScore"
"chr1","19800382","19800382","TGF-Alpha EpiScore"
"chr1","19800382","19800382","OSM EpiScore"
"chr4","20984073","20984073","TGF-Alpha EpiScore"
"chr1","114511483","114511483","IGFBP1 EpiScore"
"chr12","51666767","51666767","VEGFA EpiScore"
"chr8","64575751","64575751","IGFBP1 EpiScore"
"chr11","73307957","73307957","EN-RAGE EpiScore"
"chr11","73307957","73307957","VEGFA EpiScore"
"chr3","66395918","66395918","OSM EpiScore"
"chr1","17433381","17433381","MMP12 EpiScore"
"chr1","222814503","222814503","MMP12 EpiScore"
"chr11","56699102","56699102","MMP12 EpiScore"
"chr22","37486932","37486932","VEGFA EpiScore"
"chr12","6548652","6548652","TGF-Alpha EpiScore"
"chr1","197921478","197921478","HGF EpiScore"
"chr4","93383237","93383237","CXCL9 EpiScore"
"chr17","1761829","1761829","OSM EpiScore"
"chr17","1761829","1761829","EN-RAGE EpiScore"
"chr6","33454042","33454042","EN-RAGE EpiScore"
"chr5","180623565","180623565","HGF EpiScore"
"chr19","2481269","2481269","VEGFA EpiScore"
"chr20","21391824","21391824","MMP12 EpiScore"
"chr1","21783303","21783303","IGFBP1 EpiScore"
"chr10","28130594","28130594","OSM EpiScore"
"chr7","2583740","2583740","IGFBP1 EpiScore"
"chr22","29479795","29479795","VEGFA EpiScore"
"chr15","28985695","28985695","CXCL9 EpiScore"
"chr8","7018139","7018139","OSM EpiScore"
"chr5","139290143","139290143","VEGFA EpiScore"
"chr19","5253986","5253986","IGFBP1 EpiScore"
"chr3","123452347","123452347","VEGFA EpiScore"
"chr4","3074830","3074830","MMP12 EpiScore"
"chr2","227164330","227164330","TGF-Alpha EpiScore"
"chr8","111228923","111228923","VEGFA EpiScore"
"chr2","12716838","12716838","MMP12 EpiScore"
"chr12","8063513","8063513","EN-RAGE EpiScore"
"chr12","8063513","8063513","OSM EpiScore"
"chr11","65080324","65080324","IGFBP1 EpiScore"
"chr17","66365838","66365838","MMP12 EpiScore"
"chr13","48792067","48792067","HGF EpiScore"
"chr13","48792067","48792067","TGF-Alpha EpiScore"
"chr13","48792067","48792067","EN-RAGE EpiScore"
"chr5","141485166","141485166","MMP12 EpiScore"
"chr17","81839162","81839162","VEGFA EpiScore"
"chr7","28062722","28062722","TGF-Alpha EpiScore"
"chr2","130756354","130756354","MMP12 EpiScore"
"chr14","70189128","70189128","OSM EpiScore"
"chr14","70189128","70189128","EN-RAGE EpiScore"
"chr14","70189128","70189128","TGF-Alpha EpiScore"
"chr8","143483107","143483107","MMP12 EpiScore"
"chr10","46031005","46031005","OSM EpiScore"
"chr19","667454","667454","OSM EpiScore"
"chr15","99438808","99438808","VEGFA EpiScore"
"chr19","937630","937630","VEGFA EpiScore"
"chr1","15410544","15410544","MMP12 EpiScore"
"chr13","45418416","45418416","MMP12 EpiScore"
"chr1","24499931","24499931","VEGFA EpiScore"
"chr1","24499931","24499931","HGF EpiScore"
"chr13","74325395","74325395","VEGFA EpiScore"
"chr13","33206068","33206068","CXCL9 EpiScore"
"chr10","2502147","2502147","VEGFA EpiScore"
"chr6","31797306","31797306","VEGFA EpiScore"
"chr19","45693676","45693676","OSM EpiScore"
"chr15","59295347","59295347","VEGFA EpiScore"
"chr17","42672343","42672343","OSM EpiScore"
"chr20","62373439","62373439","CXCL9 EpiScore"
"chr5","54656678","54656678","VEGFA EpiScore"
"chr3","73603458","73603458","IGFBP1 EpiScore"
"chr6","30466438","30466438","MMP12 EpiScore"
"chr22","35425729","35425729","VEGFA EpiScore"
"chr19","33234643","33234643","CXCL9 EpiScore"
"chr3","120307411","120307411","OSM EpiScore"
"chr3","120307411","120307411","VEGFA EpiScore"
"chr3","120307411","120307411","EN-RAGE EpiScore"
"chr7","29195371","29195371","MMP12 EpiScore"
"chr10","114938692","114938692","OSM EpiScore"
"chr5","172420613","172420613","OSM EpiScore"
"chr10","70233451","70233451","IGFBP1 EpiScore"
"chr7","23598324","23598324","EN-RAGE EpiScore"
"chr19","50344767","50344767","IGFBP1 EpiScore"
"chr1","151831784","151831784","MMP12 EpiScore"
"chr11","65864409","65864409","OSM EpiScore"
"chr17","78980185","78980185","IGFBP1 EpiScore"
"chr8","63089565","63089565","MMP12 EpiScore"
"chr1","67833810","67833810","VEGFA EpiScore"
"chr1","18009384","18009384","VEGFA EpiScore"
"chr15","42487892","42487892","HGF EpiScore"
"chr15","42487892","42487892","VEGFA EpiScore"
"chr19","34172285","34172285","OSM EpiScore"
"chr5","98411031","98411031","MMP12 EpiScore"
"chr12","3481572","3481572","EN-RAGE EpiScore"
"chr5","133052765","133052765","OSM EpiScore"
"chr5","133052765","133052765","EN-RAGE EpiScore"
"chr10","100562371","100562371","MMP12 EpiScore"
"chr2","241666938","241666938","IGFBP1 EpiScore"
"chr13","79481036","79481036","MMP12 EpiScore"
"chr15","31223547","31223547","MMP12 EpiScore"
"chr10","131002301","131002301","MMP12 EpiScore"
"chr10","114821546","114821546","HGF EpiScore"
"chr13","102397404","102397404","CXCL9 EpiScore"
"chr2","503672","503672","CXCL9 EpiScore"
"chr19","8136380","8136380","OSM EpiScore"
"chr19","8136380","8136380","EN-RAGE EpiScore"
"chr13","113063731","113063731","MMP12 EpiScore"
"chr10","8051276","8051276","MMP12 EpiScore"
"chr14","74585898","74585898","CXCL9 EpiScore"
"chr17","49512910","49512910","HGF EpiScore"
"chr17","49512910","49512910","OSM EpiScore"
"chr17","49512910","49512910","VEGFA EpiScore"
"chr17","49512910","49512910","EN-RAGE EpiScore"
"chr1","116515852","116515852","EN-RAGE EpiScore"
"chr20","3227454","3227454","TGF-Alpha EpiScore"
"chr8","125513316","125513316","CXCL9 EpiScore"
"chr6","44342520","44342520","IGFBP1 EpiScore"
"chr8","128048802","128048802","VEGFA EpiScore"
"chr3","194351487","194351487","EN-RAGE EpiScore"
"chr3","194351487","194351487","OSM EpiScore"
"chr1","225777235","225777235","MMP12 EpiScore"
"chr14","76866640","76866640","TGF-Alpha EpiScore"
"chr14","76866640","76866640","OSM EpiScore"
"chr12","124427475","124427475","IGFBP1 EpiScore"
"chr12","124427475","124427475","VEGFA EpiScore"
"chr5","159207077","159207077","IGFBP1 EpiScore"
"chr10","3330745","3330745","OSM EpiScore"
"chr4","147800087","147800087","MMP12 EpiScore"
"chr1","10659562","10659562","MMP12 EpiScore"
"chr13","94710575","94710575","IGFBP1 EpiScore"
"chr17","68512371","68512371","MMP12 EpiScore"
"chr5","181195446","181195446","VEGFA EpiScore"
"chr2","160584437","160584437","MMP12 EpiScore"
"chr4","37686476","37686476","MMP12 EpiScore"
"chr2","3469159","3469159","MMP12 EpiScore"
"chr17","28726677","28726677","HGF EpiScore"
"chr16","74701882","74701882","VEGFA EpiScore"
"chr1","155745466","155745466","MMP12 EpiScore"
"chr10","31760008","31760008","CXCL9 EpiScore"
"chr15","77613785","77613785","TGF-Alpha EpiScore"
"chr16","88389343","88389343","CXCL9 EpiScore"
"chr12","132191217","132191217","MMP12 EpiScore"
"chr10","31583368","31583368","TGF-Alpha EpiScore"
"chr10","31583368","31583368","VEGFA EpiScore"
"chr6","150008709","150008709","MMP12 EpiScore"
"chr2","109129795","109129795","MMP12 EpiScore"
"chr8","70071506","70071506","MMP12 EpiScore"
"chr17","48055836","48055836","VEGFA EpiScore"
"chr17","48055836","48055836","TGF-Alpha EpiScore"
"chr17","48055836","48055836","HGF EpiScore"
"chr12","67653125","67653125","OSM EpiScore"
"chr2","32926490","32926490","MMP12 EpiScore"
"chr2","207183149","207183149","OSM EpiScore"
"chr16","84461821","84461821","IGFBP1 EpiScore"
"chr16","29318112","29318112","HGF EpiScore"
"chr5","150289925","150289925","IGFBP1 EpiScore"
"chr10","954635","954635","MMP12 EpiScore"
"chr6","27268545","27268545","CXCL9 EpiScore"
"chr18","12407131","12407131","CXCL9 EpiScore"
"chr5","2865065","2865065","OSM EpiScore"
"chr15","58248203","58248203","TGF-Alpha EpiScore"
"chr15","58248203","58248203","OSM EpiScore"
"chr15","58248203","58248203","EN-RAGE EpiScore"
"chr11","1926371","1926371","MMP12 EpiScore"
"chr11","68121136","68121136","OSM EpiScore"
"chr15","31223558","31223558","MMP12 EpiScore"
"chr13","111344130","111344130","MMP12 EpiScore"
"chr5","143714074","143714074","MMP12 EpiScore"
"chr11","72379976","72379976","OSM EpiScore"
"chr8","8337784","8337784","VEGFA EpiScore"
"chr1","173436850","173436850","VEGFA EpiScore"
"chr1","173436850","173436850","HGF EpiScore"
"chr14","92610997","92610997","TGF-Alpha EpiScore"
"chr14","92610997","92610997","OSM EpiScore"
"chr2","218594553","218594553","VEGFA EpiScore"
"chr5","103964876","103964876","EN-RAGE EpiScore"
"chr5","103964876","103964876","OSM EpiScore"
"chr6","24874386","24874386","VEGFA EpiScore"
"chr6","46922365","46922365","OSM EpiScore"
"chr1","964054","964054","CXCL9 EpiScore"
"chr5","16711056","16711056","TGF-Alpha EpiScore"
