"","identifier","gene","panel","cohort","cpg","coef","chr","pos","gene_start","gene_end","gene_chr","cpg_status"
"6212","4496-60","MMP12","SomaScan","KORA","cg26537894",-0.001680237,1,10719619,102874982,102862736,"11","TRANS"
"6213","4496-60","MMP12","SomaScan","KORA","cg06575692",0.016366042,16,68112968,102874982,102862736,"11","TRANS"
"6214","4496-60","MMP12","SomaScan","KORA","cg11826475",-0.005213328,12,120704006,102874982,102862736,"11","TRANS"
"6215","4496-60","MMP12","SomaScan","KORA","cg05360665",-0.019790176,19,13868773,102874982,102862736,"11","TRANS"
"6216","4496-60","MMP12","SomaScan","KORA","cg01959873",0.00451062,1,41222471,102874982,102862736,"11","TRANS"
"6217","4496-60","MMP12","SomaScan","KORA","cg08679951",-0.00773685,3,116737690,102874982,102862736,"11","TRANS"
"6218","4496-60","MMP12","SomaScan","KORA","cg17154975",-0.001772895,12,131513361,102874982,102862736,"11","TRANS"
"6219","4496-60","MMP12","SomaScan","KORA","cg06703844",0.000541886,8,142263798,102874982,102862736,"11","TRANS"
"6220","4496-60","MMP12","SomaScan","KORA","cg09540952",-0.021368501,6,28616640,102874982,102862736,"11","TRANS"
"6221","4496-60","MMP12","SomaScan","KORA","cg09444586",-0.001357366,19,3548073,102874982,102862736,"11","TRANS"
"6222","4496-60","MMP12","SomaScan","KORA","cg05352087",0.018049368,1,75600124,102874982,102862736,"11","TRANS"
"6223","4496-60","MMP12","SomaScan","KORA","cg12024906",0.002479039,19,37825679,102874982,102862736,"11","TRANS"
"6224","4496-60","MMP12","SomaScan","KORA","cg12577010",-0.009923298,7,134832544,102874982,102862736,"11","TRANS"
"6225","4496-60","MMP12","SomaScan","KORA","cg26815471",-0.008406663,1,155715257,102874982,102862736,"11","TRANS"
"6226","4496-60","MMP12","SomaScan","KORA","cg01960979",-0.021683985,16,1611342,102874982,102862736,"11","TRANS"
"6227","4496-60","MMP12","SomaScan","KORA","cg22382235",-5.69e-05,11,56466578,102874982,102862736,"11","TRANS"
"6228","4496-60","MMP12","SomaScan","KORA","cg01667493",-0.010747101,7,101466750,102874982,102862736,"11","TRANS"
"6229","4496-60","MMP12","SomaScan","KORA","cg23820746",-0.008381624,8,144565277,102874982,102862736,"11","TRANS"
"6230","4496-60","MMP12","SomaScan","KORA","cg26942952",-0.000420024,12,132675762,102874982,102862736,"11","TRANS"
"6231","4496-60","MMP12","SomaScan","KORA","cg04370730",-0.005611318,1,35247966,102874982,102862736,"11","TRANS"
"6232","4496-60","MMP12","SomaScan","KORA","cg16597045",-0.016796579,1,9714845,102874982,102862736,"11","TRANS"
"6233","4496-60","MMP12","SomaScan","KORA","cg06032302",-0.017034216,5,131762646,102874982,102862736,"11","TRANS"
"6234","4496-60","MMP12","SomaScan","KORA","cg04135635",9.7e-05,15,81004582,102874982,102862736,"11","TRANS"
"6235","4496-60","MMP12","SomaScan","KORA","cg22682811",0.009761232,20,21372462,102874982,102862736,"11","TRANS"
"6236","4496-60","MMP12","SomaScan","KORA","cg00748589",0.020628448,12,11653486,102874982,102862736,"11","TRANS"
"6237","4496-60","MMP12","SomaScan","KORA","cg13592043",-0.002760017,5,139167177,102874982,102862736,"11","TRANS"
"6238","4496-60","MMP12","SomaScan","KORA","cg03114636",0.013450366,19,2132075,102874982,102862736,"11","TRANS"
"6239","4496-60","MMP12","SomaScan","KORA","cg02994291",0.003083397,16,1782905,102874982,102862736,"11","TRANS"
"6240","4496-60","MMP12","SomaScan","KORA","cg03509777",-0.005863063,3,40499395,102874982,102862736,"11","TRANS"
"6241","4496-60","MMP12","SomaScan","KORA","cg21375105",0.003024983,17,39345958,102874982,102862736,"11","TRANS"
"6242","4496-60","MMP12","SomaScan","KORA","cg07694544",-0.004602346,10,102331447,102874982,102862736,"11","TRANS"
"6243","4496-60","MMP12","SomaScan","KORA","cg02826685",0.015541722,4,1009808,102874982,102862736,"11","TRANS"
"6244","4496-60","MMP12","SomaScan","KORA","cg19909865",-0.010269593,4,134074421,102874982,102862736,"11","TRANS"
"6245","4496-60","MMP12","SomaScan","KORA","cg03473532",-0.027526803,7,131008743,102874982,102862736,"11","TRANS"
"6246","4496-60","MMP12","SomaScan","KORA","cg10882886",-0.026329488,10,127478328,102874982,102862736,"11","TRANS"
"6247","4496-60","MMP12","SomaScan","KORA","cg06262098",-0.001305752,7,5413872,102874982,102862736,"11","TRANS"
"6248","4496-60","MMP12","SomaScan","KORA","cg11477892",-0.00016261,4,106580295,102874982,102862736,"11","TRANS"
"6249","4496-60","MMP12","SomaScan","KORA","cg25180248",-0.009380369,8,64002124,102874982,102862736,"11","TRANS"
"6250","4496-60","MMP12","SomaScan","KORA","cg19418273",-0.003023396,7,137562440,102874982,102862736,"11","TRANS"
"6251","4496-60","MMP12","SomaScan","KORA","cg27528242",-0.013094923,13,111996477,102874982,102862736,"11","TRANS"
"6252","4496-60","MMP12","SomaScan","KORA","cg06705591",0.002657625,17,62461393,102874982,102862736,"11","TRANS"
"6253","4496-60","MMP12","SomaScan","KORA","cg20879757",-0.00164485,6,30640270,102874982,102862736,"11","TRANS"
"6254","4496-60","MMP12","SomaScan","KORA","cg01564705",-0.012563654,5,9175011,102874982,102862736,"11","TRANS"
"6255","4496-60","MMP12","SomaScan","KORA","cg12894449",0.013786089,10,119304104,102874982,102862736,"11","TRANS"
"6256","4496-60","MMP12","SomaScan","KORA","cg03727433",-0.00154921,11,92648898,102874982,102862736,"11","TRANS"
"6257","4496-60","MMP12","SomaScan","KORA","cg05800756",-0.007780551,16,732216,102874982,102862736,"11","TRANS"
"6258","4496-60","MMP12","SomaScan","KORA","cg10262564",0.002204405,6,39059658,102874982,102862736,"11","TRANS"
"6259","4496-60","MMP12","SomaScan","KORA","cg19337279",0.005977002,1,43804317,102874982,102862736,"11","TRANS"
"6260","4496-60","MMP12","SomaScan","KORA","cg09611642",0.006775643,16,29999005,102874982,102862736,"11","TRANS"
"6261","4496-60","MMP12","SomaScan","KORA","cg14737125",0.01056124,2,237039826,102874982,102862736,"11","TRANS"
"6262","4496-60","MMP12","SomaScan","KORA","cg14142283",-0.003168372,5,50685716,102874982,102862736,"11","TRANS"
"6263","4496-60","MMP12","SomaScan","KORA","cg10690283",0.004767887,17,8268948,102874982,102862736,"11","TRANS"
"6264","4496-60","MMP12","SomaScan","KORA","cg27117439",0.01017285,2,33151557,102874982,102862736,"11","TRANS"
"6265","4496-60","MMP12","SomaScan","KORA","cg19579058",6.48e-05,2,233389143,102874982,102862736,"11","TRANS"
"6266","4496-60","MMP12","SomaScan","KORA","cg24070543",0.0106664,1,15737040,102874982,102862736,"11","TRANS"
"6267","4496-60","MMP12","SomaScan","KORA","cg02915225",0.002766584,10,93812043,102874982,102862736,"11","TRANS"
"6268","4496-60","MMP12","SomaScan","KORA","cg07326071",0.000862756,7,25766144,102874982,102862736,"11","TRANS"
"6269","4496-60","MMP12","SomaScan","KORA","cg27576971",-0.002990625,5,143093639,102874982,102862736,"11","TRANS"
"6270","4496-60","MMP12","SomaScan","KORA","cg14449251",-0.000268443,11,105949106,102874982,102862736,"11","CIS"
"6271","4496-60","MMP12","SomaScan","KORA","cg25586329",-0.003664759,10,132800564,102874982,102862736,"11","TRANS"
"6272","4496-60","MMP12","SomaScan","KORA","cg04496281",-0.021096461,15,23085583,102874982,102862736,"11","TRANS"
"6273","4496-60","MMP12","SomaScan","KORA","cg13221767",0.004893475,11,73721374,102874982,102862736,"11","TRANS"
"6274","4496-60","MMP12","SomaScan","KORA","cg12078157",0.009484976,6,13612218,102874982,102862736,"11","TRANS"
"6275","4496-60","MMP12","SomaScan","KORA","cg07850154",-0.024656716,5,63461232,102874982,102862736,"11","TRANS"
"6276","4496-60","MMP12","SomaScan","KORA","cg17497052",-0.003359814,11,125763722,102874982,102862736,"11","TRANS"
"6277","4496-60","MMP12","SomaScan","KORA","cg11504081",-0.00192615,1,214725800,102874982,102862736,"11","TRANS"
"6278","4496-60","MMP12","SomaScan","KORA","cg02491878",0.002342117,7,138482580,102874982,102862736,"11","TRANS"
"6279","4496-60","MMP12","SomaScan","KORA","cg16209924",-0.006118271,11,74437016,102874982,102862736,"11","TRANS"
"6280","4496-60","MMP12","SomaScan","KORA","cg26655772",-0.004798683,2,161440948,102874982,102862736,"11","TRANS"
"6281","4496-60","MMP12","SomaScan","KORA","cg09935388",-0.004835578,1,92947588,102874982,102862736,"11","TRANS"
"6282","4496-60","MMP12","SomaScan","KORA","cg07205589",0.008869423,18,21597456,102874982,102862736,"11","TRANS"
"6283","4496-60","MMP12","SomaScan","KORA","cg18009000",0.001518022,10,71811927,102874982,102862736,"11","TRANS"
"6284","4496-60","MMP12","SomaScan","KORA","cg02635260",-0.007176511,1,222988117,102874982,102862736,"11","TRANS"
"6285","4496-60","MMP12","SomaScan","KORA","cg01082057",0.017138549,7,750720,102874982,102862736,"11","TRANS"
"6286","4496-60","MMP12","SomaScan","KORA","cg05783998",0.011371301,6,74295921,102874982,102862736,"11","TRANS"
"6287","4496-60","MMP12","SomaScan","KORA","cg24650522",0.004401847,6,30434215,102874982,102862736,"11","TRANS"
"6288","4496-60","MMP12","SomaScan","KORA","cg21167072",0.022866501,6,90539455,102874982,102862736,"11","TRANS"
"6289","4496-60","MMP12","SomaScan","KORA","cg05280794",0.02184894,17,1040653,102874982,102862736,"11","TRANS"
"6290","4496-60","MMP12","SomaScan","KORA","cg02974085",-0.007263725,1,222990921,102874982,102862736,"11","TRANS"
"6291","4496-60","MMP12","SomaScan","KORA","cg26298737",-0.003200224,1,225964937,102874982,102862736,"11","TRANS"
"6292","4496-60","MMP12","SomaScan","KORA","cg01940273",-0.033218381,2,233284934,102874982,102862736,"11","TRANS"
"6293","4496-60","MMP12","SomaScan","KORA","cg13885320",-0.003776872,2,167232220,102874982,102862736,"11","TRANS"
"6294","4496-60","MMP12","SomaScan","KORA","cg01291508",-0.000468909,17,80040974,102874982,102862736,"11","TRANS"
"6295","4496-60","MMP12","SomaScan","KORA","cg02467858",-0.013934527,15,99790901,102874982,102862736,"11","TRANS"
"6296","4496-60","MMP12","SomaScan","KORA","cg14290070",-0.000717213,14,68665820,102874982,102862736,"11","TRANS"
"6297","4496-60","MMP12","SomaScan","KORA","cg03547355",-0.004909226,1,227003060,102874982,102862736,"11","TRANS"
"6298","4496-60","MMP12","SomaScan","KORA","cg02607786",-0.001804507,5,121906973,102874982,102862736,"11","TRANS"
"6299","4496-60","MMP12","SomaScan","KORA","cg22352176",-0.000720833,1,222987845,102874982,102862736,"11","TRANS"
"6300","4496-60","MMP12","SomaScan","KORA","cg00030816",0.017836965,1,145507504,102874982,102862736,"11","TRANS"
"6301","4496-60","MMP12","SomaScan","KORA","cg11847992",-0.026886273,5,95590917,102874982,102862736,"11","TRANS"
"6302","4496-60","MMP12","SomaScan","KORA","cg20773320",-0.001182262,5,179048967,102874982,102862736,"11","TRANS"
"6303","4496-60","MMP12","SomaScan","KORA","cg07054804",0.006641471,11,10621492,102874982,102862736,"11","TRANS"
"6304","4496-60","MMP12","SomaScan","KORA","cg00394316",0.016880271,7,22539822,102874982,102862736,"11","TRANS"
"6305","4496-60","MMP12","SomaScan","KORA","cg00418663",0.014053831,10,73491922,102874982,102862736,"11","TRANS"
"6306","4496-60","MMP12","SomaScan","KORA","cg17148457",-0.007225622,12,114049984,102874982,102862736,"11","TRANS"
"6307","4496-60","MMP12","SomaScan","KORA","cg25112191",0.01838434,1,151804260,102874982,102862736,"11","TRANS"
"6308","4496-60","MMP12","SomaScan","KORA","cg00380904",-0.00377732,6,20468372,102874982,102862736,"11","TRANS"
"6309","4496-60","MMP12","SomaScan","KORA","cg11024682",0.006487432,17,17730094,102874982,102862736,"11","TRANS"
"6310","4496-60","MMP12","SomaScan","KORA","cg04370634",-0.001664006,3,31721446,102874982,102862736,"11","TRANS"
"6311","4496-60","MMP12","SomaScan","KORA","cg19761273",-0.008884635,17,80232096,102874982,102862736,"11","TRANS"
"6312","4496-60","MMP12","SomaScan","KORA","cg05669906",-0.017699919,3,111392915,102874982,102862736,"11","TRANS"
"6313","4496-60","MMP12","SomaScan","KORA","cg14384933",-0.011187068,7,25667952,102874982,102862736,"11","TRANS"
"6314","4496-60","MMP12","SomaScan","KORA","cg02794104",0.017773476,8,144165476,102874982,102862736,"11","TRANS"
"6315","4496-60","MMP12","SomaScan","KORA","cg12790106",0.008337652,15,63105204,102874982,102862736,"11","TRANS"
"6316","4496-60","MMP12","SomaScan","KORA","cg04694205",-0.011078044,19,46307478,102874982,102862736,"11","TRANS"
"6317","4496-60","MMP12","SomaScan","KORA","cg07325041",0.013986912,3,17783979,102874982,102862736,"11","TRANS"
"6318","4496-60","MMP12","SomaScan","KORA","cg06905913",0.000149342,2,121102148,102874982,102862736,"11","TRANS"
"6319","4496-60","MMP12","SomaScan","KORA","cg07243930",0.004420631,11,3647365,102874982,102862736,"11","TRANS"
"6320","4496-60","MMP12","SomaScan","KORA","cg00987630",0.003317477,7,2393812,102874982,102862736,"11","TRANS"
"6321","4496-60","MMP12","SomaScan","KORA","cg22226024",-0.009897995,1,17759877,102874982,102862736,"11","TRANS"
"6322","4496-60","MMP12","SomaScan","KORA","cg05972503",0.002021578,15,89901456,102874982,102862736,"11","TRANS"
"6323","4496-60","MMP12","SomaScan","KORA","cg26701266",-0.002253437,2,3472930,102874982,102862736,"11","TRANS"
"6324","4496-60","MMP12","SomaScan","KORA","cg03352168",-0.012552328,20,60478214,102874982,102862736,"11","TRANS"
"6325","4496-60","MMP12","SomaScan","KORA","cg14196263",-0.015622025,13,110443740,102874982,102862736,"11","TRANS"
"6326","4496-60","MMP12","SomaScan","KORA","cg02378269",-0.013040293,15,40697591,102874982,102862736,"11","TRANS"
"6327","4496-60","MMP12","SomaScan","KORA","cg04762129",-0.012254984,6,34105785,102874982,102862736,"11","TRANS"
"6328","4496-60","MMP12","SomaScan","KORA","cg05265024",-0.010516654,7,123392765,102874982,102862736,"11","TRANS"
"6329","4496-60","MMP12","SomaScan","KORA","cg12464194",-0.002617373,2,242955896,102874982,102862736,"11","TRANS"
"6330","4496-60","MMP12","SomaScan","KORA","cg01517148",0.003023953,12,72683827,102874982,102862736,"11","TRANS"
"6331","4496-60","MMP12","SomaScan","KORA","cg13570637",0.012194036,22,20052305,102874982,102862736,"11","TRANS"
"6332","4496-60","MMP12","SomaScan","KORA","cg08424166",0.009878915,6,161592221,102874982,102862736,"11","TRANS"
"6333","4496-60","MMP12","SomaScan","KORA","cg05280698",0.00654083,19,37825388,102874982,102862736,"11","TRANS"
"6334","4496-60","MMP12","SomaScan","KORA","cg04326348",0.00199574,10,125188817,102874982,102862736,"11","TRANS"
"6335","4496-60","MMP12","SomaScan","KORA","cg16347811",-0.01227014,7,29322804,102874982,102862736,"11","TRANS"
"6336","4496-60","MMP12","SomaScan","KORA","cg21356293",-0.009689558,2,25105654,102874982,102862736,"11","TRANS"
"6337","4496-60","MMP12","SomaScan","KORA","cg02090569",-0.015961933,14,36989588,102874982,102862736,"11","TRANS"
"6338","4496-60","MMP12","SomaScan","KORA","cg17144547",0.005181878,11,46260234,102874982,102862736,"11","TRANS"
"6339","4496-60","MMP12","SomaScan","KORA","cg21230427",-0.004445059,15,101991580,102874982,102862736,"11","TRANS"
"6340","4496-60","MMP12","SomaScan","KORA","cg16409452",-0.005640562,14,100610186,102874982,102862736,"11","TRANS"
"6341","4496-60","MMP12","SomaScan","KORA","cg07711387",-0.00545362,16,51529443,102874982,102862736,"11","TRANS"
"6342","4496-60","MMP12","SomaScan","KORA","cg11436113",-0.00636496,20,19191145,102874982,102862736,"11","TRANS"
"6343","4496-60","MMP12","SomaScan","KORA","cg04605617",0.004602251,1,20501558,102874982,102862736,"11","TRANS"
"6344","4496-60","MMP12","SomaScan","KORA","cg00151370",0.003995236,6,16323285,102874982,102862736,"11","TRANS"
"6345","4496-60","MMP12","SomaScan","KORA","cg05437857",0.003949889,6,149256935,102874982,102862736,"11","TRANS"
"6346","4496-60","MMP12","SomaScan","KORA","cg09007236",-0.002295619,17,78228820,102874982,102862736,"11","TRANS"
"6347","4496-60","MMP12","SomaScan","KORA","cg04543510",0.000698213,5,35028916,102874982,102862736,"11","TRANS"
"6348","4496-60","MMP12","SomaScan","KORA","cg01581781",-0.021569708,5,174872371,102874982,102862736,"11","TRANS"
"6349","4496-60","MMP12","SomaScan","KORA","cg13737408",0.002378117,14,94393654,102874982,102862736,"11","TRANS"
"6350","4496-60","MMP12","SomaScan","KORA","cg13077150",-0.004566661,1,2004222,102874982,102862736,"11","TRANS"
"6351","4496-60","MMP12","SomaScan","KORA","cg18892668",-0.009190989,14,101487503,102874982,102862736,"11","TRANS"
"6352","4496-60","MMP12","SomaScan","KORA","cg08201690",0.002857133,4,122744276,102874982,102862736,"11","TRANS"
"6353","4496-60","MMP12","SomaScan","KORA","cg11797898",0.001730287,7,1983375,102874982,102862736,"11","TRANS"
"6354","4496-60","MMP12","SomaScan","KORA","cg06448705",0.01510173,5,135701094,102874982,102862736,"11","TRANS"
"6355","4496-60","MMP12","SomaScan","KORA","cg08298591",0.002570213,16,57391829,102874982,102862736,"11","TRANS"
"6356","4496-60","MMP12","SomaScan","KORA","cg03928384",0.014543302,3,46395191,102874982,102862736,"11","TRANS"
"6357","4496-60","MMP12","SomaScan","KORA","cg12629689",0.0084046,1,45803944,102874982,102862736,"11","TRANS"
"9540","CXCL9","CXCL9","Olink","LBC1936","cg00670942",0.008678879,17,74836683,76007509,76001275,"4","TRANS"
"9541","CXCL9","CXCL9","Olink","LBC1936","cg00837434",-0.000481269,15,31283468,76007509,76001275,"4","TRANS"
"9542","CXCL9","CXCL9","Olink","LBC1936","cg00861277",0.001169256,14,70721641,76007509,76001275,"4","TRANS"
"9543","CXCL9","CXCL9","Olink","LBC1936","cg01053411",-0.011403555,12,12876595,76007509,76001275,"4","TRANS"
"9544","CXCL9","CXCL9","Olink","LBC1936","cg01234610",0.0112845,17,48912265,76007509,76001275,"4","TRANS"
"9545","CXCL9","CXCL9","Olink","LBC1936","cg01681367",-0.034184286,16,29676071,76007509,76001275,"4","TRANS"
"9546","CXCL9","CXCL9","Olink","LBC1936","cg02128564",0.003529616,12,53642741,76007509,76001275,"4","TRANS"
"9547","CXCL9","CXCL9","Olink","LBC1936","cg02202022",0.01026469,11,93276613,76007509,76001275,"4","TRANS"
"9548","CXCL9","CXCL9","Olink","LBC1936","cg02462812",-0.022296183,5,140501535,76007509,76001275,"4","TRANS"
"9549","CXCL9","CXCL9","Olink","LBC1936","cg02476533",0.008844058,19,48283760,76007509,76001275,"4","TRANS"
"9550","CXCL9","CXCL9","Olink","LBC1936","cg03404662",-0.000974538,9,114937740,76007509,76001275,"4","TRANS"
"9551","CXCL9","CXCL9","Olink","LBC1936","cg03547181",0.00217637,1,203096683,76007509,76001275,"4","TRANS"
"9552","CXCL9","CXCL9","Olink","LBC1936","cg04659154",0.003888201,2,71503246,76007509,76001275,"4","TRANS"
"9553","CXCL9","CXCL9","Olink","LBC1936","cg05146888",-0.00629656,6,33129060,76007509,76001275,"4","TRANS"
"9554","CXCL9","CXCL9","Olink","LBC1936","cg05165982",-0.014250936,16,20121436,76007509,76001275,"4","TRANS"
"9555","CXCL9","CXCL9","Olink","LBC1936","cg05304729",-0.016806747,1,158800024,76007509,76001275,"4","TRANS"
"9556","CXCL9","CXCL9","Olink","LBC1936","cg06690548",-0.008376955,4,139162808,76007509,76001275,"4","TRANS"
"9557","CXCL9","CXCL9","Olink","LBC1936","cg06723525",0.00044803,10,134837806,76007509,76001275,"4","TRANS"
"9558","CXCL9","CXCL9","Olink","LBC1936","cg07554626",-0.035776392,10,131653285,76007509,76001275,"4","TRANS"
"9559","CXCL9","CXCL9","Olink","LBC1936","cg07839457",-0.080321387,16,57023022,76007509,76001275,"4","TRANS"
"9560","CXCL9","CXCL9","Olink","LBC1936","cg09077443",0.004735641,11,123236871,76007509,76001275,"4","TRANS"
"9561","CXCL9","CXCL9","Olink","LBC1936","cg09122035",-0.002411567,11,319667,76007509,76001275,"4","TRANS"
"9562","CXCL9","CXCL9","Olink","LBC1936","cg10180058",0.025526551,5,1765590,76007509,76001275,"4","TRANS"
"9563","CXCL9","CXCL9","Olink","LBC1936","cg10296410",0.006218387,22,42095368,76007509,76001275,"4","TRANS"
"9564","CXCL9","CXCL9","Olink","LBC1936","cg10364301",0.00207496,4,103941205,76007509,76001275,"4","TRANS"
"9565","CXCL9","CXCL9","Olink","LBC1936","cg11859384",-0.016019734,17,80120422,76007509,76001275,"4","TRANS"
"9566","CXCL9","CXCL9","Olink","LBC1936","cg12691382",0.026021876,11,33037792,76007509,76001275,"4","TRANS"
"9567","CXCL9","CXCL9","Olink","LBC1936","cg13020868",0.006313746,14,25522307,76007509,76001275,"4","TRANS"
"9568","CXCL9","CXCL9","Olink","LBC1936","cg13689560",0.001221271,19,2095643,76007509,76001275,"4","TRANS"
"9569","CXCL9","CXCL9","Olink","LBC1936","cg13826862",0.015055901,9,130890284,76007509,76001275,"4","TRANS"
"9570","CXCL9","CXCL9","Olink","LBC1936","cg14831166",0.007630686,1,899434,76007509,76001275,"4","TRANS"
"9571","CXCL9","CXCL9","Olink","LBC1936","cg15203403",-0.002387069,5,174911512,76007509,76001275,"4","TRANS"
"9572","CXCL9","CXCL9","Olink","LBC1936","cg16108823",-0.003531739,22,50925284,76007509,76001275,"4","TRANS"
"9573","CXCL9","CXCL9","Olink","LBC1936","cg16331890",0.00736353,11,93474632,76007509,76001275,"4","TRANS"
"9574","CXCL9","CXCL9","Olink","LBC1936","cg16536330",-0.019099053,8,29957344,76007509,76001275,"4","TRANS"
"9575","CXCL9","CXCL9","Olink","LBC1936","cg17536822",-0.007406077,3,72226488,76007509,76001275,"4","TRANS"
"9576","CXCL9","CXCL9","Olink","LBC1936","cg17636693",-0.005446903,4,70065325,76007509,76001275,"4","CIS"
"9577","CXCL9","CXCL9","Olink","LBC1936","cg17900127",-0.004644165,13,113383501,76007509,76001275,"4","TRANS"
"9578","CXCL9","CXCL9","Olink","LBC1936","cg18125510",-0.004222763,14,100841768,76007509,76001275,"4","TRANS"
"9579","CXCL9","CXCL9","Olink","LBC1936","cg19075225",0.01096135,2,242009513,76007509,76001275,"4","TRANS"
"9580","CXCL9","CXCL9","Olink","LBC1936","cg19131731",0.004170895,22,30643042,76007509,76001275,"4","TRANS"
"9581","CXCL9","CXCL9","Olink","LBC1936","cg19628299",-0.003558262,6,168840641,76007509,76001275,"4","TRANS"
"9582","CXCL9","CXCL9","Olink","LBC1936","cg21389309",0.005555246,7,154002618,76007509,76001275,"4","TRANS"
"9583","CXCL9","CXCL9","Olink","LBC1936","cg22506801",0.003162076,4,94304388,76007509,76001275,"4","TRANS"
"9584","CXCL9","CXCL9","Olink","LBC1936","cg22874989",0.001524784,15,29277898,76007509,76001275,"4","TRANS"
"9585","CXCL9","CXCL9","Olink","LBC1936","cg24129390",0.005090922,13,33780205,76007509,76001275,"4","TRANS"
"9586","CXCL9","CXCL9","Olink","LBC1936","cg24461506",0.013372559,20,60948495,76007509,76001275,"4","TRANS"
"9587","CXCL9","CXCL9","Olink","LBC1936","cg24691965",0.005668736,19,33725549,76007509,76001275,"4","TRANS"
"9588","CXCL9","CXCL9","Olink","LBC1936","cg25736517",0.007567733,13,103049754,76007509,76001275,"4","TRANS"
"9589","CXCL9","CXCL9","Olink","LBC1936","cg25762658",-0.002238521,2,503672,76007509,76001275,"4","TRANS"
"9590","CXCL9","CXCL9","Olink","LBC1936","cg26011692",0.000119365,14,75052601,76007509,76001275,"4","TRANS"
"9591","CXCL9","CXCL9","Olink","LBC1936","cg26140475",-0.028634254,8,126525558,76007509,76001275,"4","TRANS"
"9592","CXCL9","CXCL9","Olink","LBC1936","cg26879815",-0.011279399,10,32048936,76007509,76001275,"4","TRANS"
"9593","CXCL9","CXCL9","Olink","LBC1936","cg26914630",0.005134413,16,88455751,76007509,76001275,"4","TRANS"
"9594","CXCL9","CXCL9","Olink","LBC1936","cg27341636",0.009869957,6,27236324,76007509,76001275,"4","TRANS"
"9595","CXCL9","CXCL9","Olink","LBC1936","cg27360300",0.003968196,18,12407130,76007509,76001275,"4","TRANS"
"9596","EN.RAGE","S100A12","Olink","LBC1936","cg00419333",-0.018206502,16,69458555,153375621,153373711,"1","TRANS"
"9597","EN.RAGE","S100A12","Olink","LBC1936","cg00574017",-0.003999709,8,12869615,153375621,153373711,"1","TRANS"
"9598","EN.RAGE","S100A12","Olink","LBC1936","cg00705730",-0.003186919,2,106438120,153375621,153373711,"1","TRANS"
"9599","EN.RAGE","S100A12","Olink","LBC1936","cg00908271",-0.000674644,16,81254010,153375621,153373711,"1","TRANS"
"9600","EN.RAGE","S100A12","Olink","LBC1936","cg01434559",0.002060869,11,8290939,153375621,153373711,"1","TRANS"
"9601","EN.RAGE","S100A12","Olink","LBC1936","cg01793161",-0.007960312,3,69974592,153375621,153373711,"1","TRANS"
"9602","EN.RAGE","S100A12","Olink","LBC1936","cg02475834",-0.00110952,10,13628849,153375621,153373711,"1","TRANS"
"9603","EN.RAGE","S100A12","Olink","LBC1936","cg03226554",-0.005272501,1,28573817,153375621,153373711,"1","TRANS"
"9604","EN.RAGE","S100A12","Olink","LBC1936","cg03411579",0.023063042,12,76552736,153375621,153373711,"1","TRANS"
"9605","EN.RAGE","S100A12","Olink","LBC1936","cg03507593",0.011978591,12,124939480,153375621,153373711,"1","TRANS"
"9606","EN.RAGE","S100A12","Olink","LBC1936","cg03807873",-0.001985537,6,168597599,153375621,153373711,"1","TRANS"
"9607","EN.RAGE","S100A12","Olink","LBC1936","cg04315086",-0.001462501,1,1023163,153375621,153373711,"1","TRANS"
"9608","EN.RAGE","S100A12","Olink","LBC1936","cg04468741",0.004723268,11,12181467,153375621,153373711,"1","TRANS"
"9609","EN.RAGE","S100A12","Olink","LBC1936","cg04960880",-0.016547419,6,29577006,153375621,153373711,"1","TRANS"
"9610","EN.RAGE","S100A12","Olink","LBC1936","cg04988978",-0.019525678,17,56359578,153375621,153373711,"1","TRANS"
"9611","EN.RAGE","S100A12","Olink","LBC1936","cg05266271",-0.003233845,2,20757026,153375621,153373711,"1","TRANS"
"9612","EN.RAGE","S100A12","Olink","LBC1936","cg05358715",0.01717956,16,89724297,153375621,153373711,"1","TRANS"
"9613","EN.RAGE","S100A12","Olink","LBC1936","cg05501357",-0.026845594,11,33308269,153375621,153373711,"1","TRANS"
"9614","EN.RAGE","S100A12","Olink","LBC1936","cg05575921",-0.022141292,5,373378,153375621,153373711,"1","TRANS"
"9615","EN.RAGE","S100A12","Olink","LBC1936","cg05709770",-0.001366697,3,59703569,153375621,153373711,"1","TRANS"
"9616","EN.RAGE","S100A12","Olink","LBC1936","cg05860956",-0.000342083,12,312595,153375621,153373711,"1","TRANS"
"9617","EN.RAGE","S100A12","Olink","LBC1936","cg05958050",0.021852695,16,56703400,153375621,153373711,"1","TRANS"
"9618","EN.RAGE","S100A12","Olink","LBC1936","cg06355720",-0.012634491,1,153333350,153375621,153373711,"1","CIS"
"9619","EN.RAGE","S100A12","Olink","LBC1936","cg06500074",-0.000987286,6,14844874,153375621,153373711,"1","TRANS"
"9620","EN.RAGE","S100A12","Olink","LBC1936","cg06528340",-0.005678589,1,1602685,153375621,153373711,"1","TRANS"
"9621","EN.RAGE","S100A12","Olink","LBC1936","cg06601993",0.011740591,7,80244500,153375621,153373711,"1","TRANS"
"9622","EN.RAGE","S100A12","Olink","LBC1936","cg06760077",0.013176851,2,119068497,153375621,153373711,"1","TRANS"
"9623","EN.RAGE","S100A12","Olink","LBC1936","cg07031070",0.021419572,6,28543670,153375621,153373711,"1","TRANS"
"9624","EN.RAGE","S100A12","Olink","LBC1936","cg07213264",-0.006926401,1,183113763,153375621,153373711,"1","TRANS"
