identifier,gene,panel,cohort,cpg,coef,chr,pos,gene_start,gene_end,gene_chr,cpg_status
2851-63,C5,SomaScan,KORA,cg08130783,-0.002241847,1,36056577,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg23315424,0.000137133,14,101162021,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg27511255,-0.014399466,20,47444851,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg26228812,0.013683173,6,170041959,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg02988316,-0.000171686,9,504774,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg12988843,0.010529242,13,53029588,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg07023915,0.00428062,15,78370148,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg03257743,0.004239939,2,11123616,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg26172862,-0.007224547,14,60558473,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg18470710,-0.002980239,15,99558719,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg19004594,0.007760715,20,43926884,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg11549132,0.004621929,2,99061257,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg09359749,0.013942038,17,70378201,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg17498272,0.00185945,19,58864929,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg16268160,-0.01481128,11,124735218,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg08146708,-0.02598264,1,167393634,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg27037018,-0.00354645,5,1445567,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg05262369,0.024027527,1,205716365,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg19750657,0.005034667,13,38935967,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg08373989,0.004696842,6,31780239,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg22821472,0.002730602,8,70743568,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg11649376,-0.004921882,12,81473234,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg25520422,-0.004770621,11,88240817,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg15940260,-0.014379347,17,47113061,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg05811904,-0.000790626,7,137620397,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg26933359,0.00598716,14,20937370,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg01591830,0.017697261,16,89666000,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg01820106,-0.004028191,2,207646603,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg08634539,0.00201476,14,60631988,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg11720950,-0.00733164,6,32223114,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg10442113,0.011656304,5,151329120,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg17501210,-0.067657705,6,166970252,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg23142964,0.009542888,1,85156566,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg21113318,0.016190137,14,92983645,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg05604112,-0.004952996,2,38893237,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg00995368,-7.78E-05,6,32627885,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg22082665,0.002927941,1,245011429,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg23845310,0.008011512,20,45138738,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg05383328,-0.002214438,12,123471521,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg12528115,0.002514702,3,115507015,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg18118198,0.044379252,14,25100740,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg12068280,0.003740668,19,46804528,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg02469539,0.000703292,12,107117129,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg05227621,0.01799361,22,42313995,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg17316414,-0.001786956,5,111503193,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg13364749,0.018037053,5,89560863,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg00932510,-0.001912435,22,30782804,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg00956679,-0.005330461,14,77462606,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg20909664,-0.004070853,19,46390261,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg10691592,0.000940514,3,128337033,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg07119463,0.005746808,14,78630749,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg15342087,-0.006166922,6,30720209,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg02398342,0.006005066,17,80708632,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg21747442,0.003662007,5,1487166,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg23393242,0.004178442,7,156813480,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg14971269,-0.005690749,17,76498808,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg06483978,0.002014583,17,79967042,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg00486708,-0.003759737,10,44145111,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg11282718,-0.003571702,3,14167245,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg08271632,-0.00064144,11,44586603,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg16404364,-0.001337589,7,1006746,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg21117330,0.01929749,5,140772286,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg19480117,0.011117582,10,131752869,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg06248061,0.006445868,10,135372380,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg02407308,0.0045344,9,139400599,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg00948520,-0.001177612,16,4000652,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg19902591,-0.003888944,1,6130767,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg15413523,0.02608918,5,133451625,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg21869765,-0.000100264,5,72125136,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg08644973,0.002739923,6,31668721,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg16130238,0.034278428,14,22958402,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg02447879,-0.012136884,17,79393682,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg17459911,0.007984677,15,71968614,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg10626559,0.013342106,6,99281862,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg24848467,0.003080244,6,28134517,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg11050116,-0.00314877,8,17780536,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg22603960,0.011206634,7,6743091,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg09910120,-0.005196242,10,131190389,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg00574958,-0.004150268,11,68607622,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg05294455,0.012162426,17,45286609,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg03202935,0.001293859,15,25442696,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg04522984,0.002767874,4,114238277,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg15903282,-0.00485337,3,134513690,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg03725309,-0.002577116,1,109757585,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg10237817,-0.004246845,1,154519846,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg00607196,0.012502817,14,58619480,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg21669326,-0.019850919,7,47267691,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg07676709,-0.021942992,17,46673442,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg16931664,0.006391161,11,11169707,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg17373022,-0.00288528,10,54539758,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg18828306,0.001775385,11,17555864,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg27304738,0.010798227,6,160527453,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg00054774,-0.000646625,21,43373079,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg02864688,0.011087443,1,11752342,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg00809820,0.005374585,17,80708513,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg21889181,-0.010311578,11,77883838,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg25154306,-0.00051617,1,2333762,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg15904623,0.003738875,7,128488744,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg00231754,0.003312603,2,38176859,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg02340576,-0.002415002,17,1933726,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg09181500,0.00933325,1,229572706,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg18372353,-0.000107143,15,35838733,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg17057625,0.003221601,3,194197025,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg13745678,-0.007860715,4,109253949,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg05407200,0.002319073,11,93586725,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg17527975,-0.0069235,8,142192487,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg11829633,-0.001328568,14,104273589,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg22281866,0.008971537,6,126101997,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg01738650,-0.01485549,6,32223076,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg20944133,0.006795599,11,111957280,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg07092029,0.002050454,16,83682278,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg18134411,-0.00812956,6,312058,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg03789645,0.005969115,7,148394842,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg03145486,0.004053307,6,32180187,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg03011024,-0.005873031,18,76258493,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg15732230,-0.010259131,19,51487280,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg04149424,0.007677099,15,50559172,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg14232082,-0.008437738,15,101728629,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg01378578,-0.002595687,1,207226824,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg24204406,0.047442318,2,86156243,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg16393928,0.00407344,1,3135836,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg08041481,0.005270047,6,100902470,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg23216015,0.005378232,7,31726654,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg11453174,-0.003899279,6,136512768,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg13962681,0.00084326,1,213223461,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg21750659,-0.008196342,8,119045287,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg05545914,0.00168688,16,51167855,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg18592964,0.004323654,5,96051476,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg04424621,-0.009267967,6,27101941,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg03893692,-0.007822319,5,149669484,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg14193678,-0.016515354,3,44666490,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg12689888,-0.010734822,1,93741342,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg26649394,-0.003429788,18,32870462,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg06872115,0.023065674,17,26871676,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg02963689,0.012522347,6,33967519,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg07258983,-0.013432193,18,42255459,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg01939443,-0.002925551,1,182456796,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg23937382,0.004957903,19,58549531,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg05517233,-0.012541214,5,135468041,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg24618354,-0.002948365,12,88535429,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg20412539,-0.000413204,7,999153,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg18181703,-0.012322879,17,76354621,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg24694018,-0.003631182,1,145457621,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg12807937,0.012272165,2,240965920,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg14476101,-0.025403198,1,120255992,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg10568944,-0.006942563,6,49430788,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg10504390,0.025852699,18,12947632,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg27512176,0.00039612,6,33158538,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg18193127,0.017647767,12,131456574,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg03799220,0.00218471,15,52860635,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg10342016,-0.000635195,8,57802622,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg26725076,-0.006958316,12,132569963,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg12119032,-0.01349371,11,92881001,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg01972316,-0.008247443,2,131601951,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg12787950,-0.006390781,18,74610001,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg17878351,-0.015737612,6,46016595,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg11024682,0.05567166,17,17730094,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg23288103,-0.00050088,2,242499464,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg12974599,-0.034443347,22,46770195,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg09561739,0.003595138,4,47916869,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg00547018,-0.012765062,16,5121709,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg15225091,-0.00338041,10,119001590,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg24629545,0.006290266,7,2250050,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg12760995,-0.001260816,1,10789713,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg21720206,0.005926228,17,80877845,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg20694241,-0.010156893,9,39132524,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg25964213,0.00285679,8,17207503,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg08995609,-0.004656377,11,66104115,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg02711608,-0.025319665,19,47287964,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg26301489,-0.02561645,17,45912037,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg08548559,-0.003681418,22,31686097,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg24418063,-0.000696301,12,7050950,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg06500161,0.037791758,21,43656587,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg20342907,0.010339646,11,117789566,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg19850406,0.013966267,12,117174732,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg02658668,0.003617865,5,121525513,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg15806039,-0.011054831,6,15501269,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg11502565,0.00478327,11,6978684,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg03397031,-0.011810866,1,29189308,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg16144934,-0.002527436,5,153570512,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg24112010,-0.006972265,14,105975319,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg24565620,-0.004692832,2,194026,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg13905258,-0.021529581,2,45158117,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg25424029,0.003779895,13,110840177,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg06840243,0.006035759,17,74442338,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg00176638,0.002392978,1,202778443,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg13720865,0.003151193,9,138672837,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg11991449,-0.005148345,13,112806734,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg01934408,-0.003660462,1,6085799,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg10140240,-0.000926715,17,76220672,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg18426142,-0.005444916,12,51984246,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg08111021,0.02171854,1,64239466,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg24817003,0.011319729,3,9406960,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg10776061,-0.000596291,19,12768390,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg22933582,-0.018801375,5,72562402,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg26341661,-0.011653259,15,52069389,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg18252102,-0.02180552,13,98796790,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg27374758,-0.008542726,3,121675259,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg07048094,0.003190656,7,157409033,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg15750102,0.006479204,4,107237686,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg03307581,-0.008479506,5,132764798,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg07292235,0.000205558,16,48844170,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg18248869,0.025137361,15,28051072,121050275,120952335,9,TRANS
2851-63,C5,SomaScan,KORA,cg10728503,0.003364577,17,56294088,121050275,120952335,9,TRANS
2948-58,GHR,SomaScan,KORA,cg24145109,0.057470009,1,5806951,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg06620654,0.11978856,19,59086971,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg27245606,0.000803634,6,31549038,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg16723805,0.004016732,16,88516225,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg26697691,0.007690044,15,51235727,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg25125898,0.007875306,5,5422196,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg08573478,0.004253629,2,234378094,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg25509822,-0.006312543,17,42298664,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg00994936,0.011619118,19,1423902,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg05866062,-0.001740986,15,66678927,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg04247152,0.013127796,16,88590325,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg19538089,0.000254091,2,171673547,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg01836137,0.001344783,14,105167300,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg25580656,0.011879003,14,104197160,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg19808825,0.015873762,1,55267006,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg23782734,0.01225893,10,3109041,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg21852757,0.008676332,3,179424616,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg07365960,-0.008894193,17,72848535,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg25974380,0.010860017,14,105973925,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg04225785,-0.008436648,5,759544,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg15441629,-0.000624445,19,16582551,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg22353329,-0.002186327,17,77814357,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg10998611,-0.00533781,14,65879393,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg26209487,-0.009210826,8,56931739,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg10768682,0.000373951,22,21213158,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg11350208,0.005547014,2,133033202,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg04387175,0.001134938,16,88568629,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg15564619,-0.005758393,1,2163437,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg05035024,-0.006961008,17,7912378,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg05278442,-0.016638557,7,92861491,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg17942763,-0.023501581,1,2163472,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg01289544,-0.0010806,2,27887409,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg15728744,0.001896815,1,5917533,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg18281723,-0.028551642,4,187039516,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg08042643,-0.008830664,9,99540452,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg18666238,-0.002801512,1,78444712,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg11687966,0.014477807,1,204122321,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg21723486,0.000618384,3,189349323,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg10384373,-0.006083042,14,74111498,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg06043908,0.004916668,8,49467831,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg00863378,0.039892127,16,56549757,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg11890080,-0.008696696,12,123458847,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg19248982,0.002309762,3,49967462,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg17264541,-0.009917674,5,138743684,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg12968732,0.002770469,2,67788868,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg06180356,0.022468501,3,145879710,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg03444566,-0.000570832,2,241076777,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg06961539,0.004765398,5,55574642,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg19838043,0.024336496,14,104196038,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg07008193,0.005095457,11,46318527,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg01649064,0.000118292,14,105461334,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg03251287,0.000249504,19,50836910,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg17514528,0.013258604,1,11862907,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg07800658,0.016597509,13,111193758,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg00574958,-0.020055813,11,68607622,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg05816157,0.018069703,1,202935683,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg21694161,-0.022269448,17,35847200,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg16643422,0.037996159,8,13111435,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg26234644,0.000895905,17,10634427,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg03909478,-0.000188542,6,169958606,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg14056187,0.000927123,14,60954210,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg17713673,-0.004122908,12,46466053,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg04757345,-0.001678447,4,128918835,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg27627493,-0.005759108,15,63767360,42423439,42721878,5,TRANS
2948-58,GHR,SomaScan,KORA,cg05845030,-0.001342518,12,91573247,42423439,42721878,5,TRANS
